,country,senti_bert,senti_bert_averageN,senti_bert_n,senti_bert_quan25,senti_bert_quan25_std,senti_bert_quan75,senti_bert_quan75_std,senti_bert_sd,senti_bert_std,tweet_date,senti_bert_trend
31,AFG,69.6659442724458,448.256578947368,323,55.31,-1.3839208231303943,89.715,1.079836025405601,23.5001697355438,-0.8114017605346318,2020-02-01,69.9248325325219
32,AFG,70.1594680851064,448.256578947368,282,57.81,-0.7481238700458928,87.655,-0.1569595129884068,22.5006125515837,-0.5878090402765305,2020-02-02,69.80327857351757
33,AFG,70.0470945945946,448.256578947368,296,57.71,-0.7735557481692732,86.935,-0.589237565242622,22.6021948312774,-0.6387202501996688,2020-02-03,69.75513555085898
34,AFG,69.64985663082439,448.256578947368,279,56.225,-1.151219138301467,88.56,0.3863899832477957,23.3768099129456,-0.8186903238428068,2020-02-04,69.79213885246577
35,AFG,69.491541218638,448.256578947368,279,52.45,-2.111272537459064,88.46,0.3263513648791495,23.473404699609297,-0.8904156849326872,2020-02-05,69.86683828729801
36,AFG,71.01735408560309,448.256578947368,257,62.14,0.3530764526964632,88.25,0.200270266305007,20.6741462188415,-0.1991407336991683,2020-02-06,69.93882881097211
37,AFG,68.9221875,448.256578947368,256,54.86,-1.4983642746856052,88.0625,0.0876978568638049,22.347502485802305,-1.1483634140463856,2020-02-07,70.01149381188631
38,AFG,70.31652173913041,448.256578947368,253,61.79,0.2640648792646327,87.48,-0.262027095133527,21.4397458691342,-0.5166553232139395,2020-02-08,70.11729754276351
39,AFG,67.7120289855072,448.256578947368,345,55.67,-1.2923660618862265,85.78,-1.2826836074004273,22.6803731345499,-1.6966300371708742,2020-02-09,70.24967135575922
40,AFG,72.4705263157895,448.256578947368,247,64.35,0.915120959223161,89.2,0.7706371408070991,22.357914790671,0.4592241184429541,2020-02-10,70.3158286790281
41,AFG,70.2080696202532,448.256578947368,316,58.825,-0.4899903070935851,87.475,-0.2650290260519649,21.9836043033568,-0.5657899417580435,2020-02-11,70.25069537027615
42,AFG,72.1191388888889,448.256578947368,360,60.745,-0.0016982471246893,87.6275,-0.1734701330397852,20.8607899332225,0.3000267937553368,2020-02-12,70.13060998386804
43,AFG,71.555243902439,448.256578947368,246,61.3325,0.1477140368501699,89.7825,1.120362092804431,22.6460241981034,0.044552162692406,2020-02-13,70.07348833995827
44,AFG,69.63,448.256578947368,265,58.16,-0.659112296614064,87.78,-0.0819112400276054,22.4181180109195,-0.8276864411268985,2020-02-14,70.11652708199917
45,AFG,68.7518947368421,448.256578947368,285,56.48,-1.086367849086849,87.05,-0.5201931541186878,22.897387188483,-1.225515156632978,2020-02-15,70.25552400993202
46,AFG,63.9614411764706,448.256578947368,340,46.4725,-3.631463052284108,87.615,-0.180974960335867,27.2880654320901,-3.395847196052088,2020-02-16,70.48758410885608
47,AFG,72.1129220779221,448.256578947368,308,62.2225,0.3740577521482507,89.39,0.8847105157075158,21.7815250114524,0.2972102454151369,2020-02-17,70.80967120596625
48,AFG,72.7466526315789,448.256578947368,475,61.285,0.1356338947415627,90.275,1.4160522882699926,21.1011976472193,0.5843241288140001,2020-02-18,71.20527152727642
49,AFG,73.1792572944297,448.256578947368,377,63.93,0.808307071104966,90.52,1.5631469032731575,21.8587114670585,0.7803172113801519,2020-02-19,71.65511955374886
50,AFG,72.49214285714291,448.256578947368,336,61.5625,0.2062073565339432,88.175,0.1552413025285244,20.4116465040524,0.4690175694574537,2020-02-20,72.09125756780446
51,AFG,73.2213223140496,448.256578947368,484,62.7675,0.5126614879206726,90.66,1.6472009689892553,22.123301748053898,0.7993749182693461,2020-02-21,72.40811622567482
52,AFG,73.8057482185273,448.256578947368,421,63.45,0.6862340561127426,89.56,0.9867761669342068,20.4011357462386,1.0641511548343183,2020-02-22,72.51901042833977
53,AFG,71.4262437810945,448.256578947368,402,59.9325,-0.2083322568771523,88.57,0.3923938450846544,21.248213903409894,-0.0138918015198714,2020-02-23,72.43778284130457
54,AFG,73.883,448.256578947368,330,63.8875,0.7974985229025303,89.705,1.0738321635687338,21.134689682934106,1.0991503494449004,2020-02-24,72.27297891805254
55,AFG,72.3428152492669,448.256578947368,341,62.16,0.3581628283211382,90.98,1.8393245477689115,23.1226723532758,0.4013641651067455,2020-02-25,72.0654507666927
56,AFG,71.5062376237624,448.256578947368,303,60.915,0.0415359456850571,86.915,-0.6012452889163479,20.8759962375508,0.0223496936768669,2020-02-26,71.79685947337066
57,AFG,70.1934674922601,448.256578947368,323,55.555,-1.3216127217281135,90.785,1.7222492419500568,23.338779880796103,-0.572405487828522,2020-02-27,71.49814811199997
58,AFG,70.1578649237473,448.256578947368,459,57.555,-0.8129751592605126,87.7,-0.1299421347225173,23.0313195675154,-0.5885353582374843,2020-02-28,71.24879846076894
59,AFG,71.4494457274827,448.256578947368,433,58.66,-0.5319529059971637,89.02,0.662567627743541,22.644421614332,-0.0033800771103594,2020-02-29,71.10389704567432
60,AFG,70.89609195402299,448.256578947368,435,60.605,-0.0373028764974215,87.53,-0.2320077859492082,22.15919974953769,-0.2540789741016342,2020-03-01,70.98667330763016
61,AFG,71.69457337883959,448.256578947368,293,61.93,0.2996695086373649,88.55,0.3803861214109286,21.427348057237506,0.1076758779850846,2020-03-02,70.84168314021368
62,AFG,71.4380781758958,448.256578947368,307,59.545,-0.306880784605249,88.925,0.6055309402933327,23.0062223869271,-0.0085301868249991,2020-03-03,70.73496198622131
63,AFG,70.412582278481,448.256578947368,395,59.92,-0.2115112416425737,88.115,0.1192181315073384,22.7851659913638,-0.4731347538880791,2020-03-04,70.69490156775882
64,AFG,72.77365030674851,448.256578947368,326,62.15,0.3556196405088007,89.4175,0.9012211357588942,20.3863922002387,0.5965555216606289,2020-03-05,70.64753107471292
65,AFG,67.06258333333331,448.256578947368,360,53.775,-1.774300152324279,82.8975,-3.0132967818765115,21.730228044283106,-1.990863701898257,2020-03-06,70.52682343718723
66,AFG,66.9307957559682,448.256578947368,377,54.22,-1.6611282946752377,85.36,-1.534845804548721,24.0422964484266,-2.0505705329839388,2020-03-07,70.2770344461109
67,AFG,73.1227319587629,448.256578947368,388,64.23,0.8846027054751073,87.93,0.0081466875253595,19.9681313735986,0.7547082068275488,2020-03-08,69.93169763669383
68,AFG,74.7510320284698,448.256578947368,562,64.2525,0.8903248780528662,90.2575,1.405545530055473,19.7324848664409,1.4924153501150803,2020-03-09,69.55162333184458
69,AFG,68.54780793319419,448.256578947368,479,59.66,-0.2776341247633632,85.14,-1.6669307649597307,22.0629994318443,-1.317977409569493,2020-03-10,69.17528261190854
70,AFG,68.00808,448.256578947368,500,57.8525,-0.737315321843457,82.7975,-3.073335400245149,20.049423579878106,-1.56250307112083,2020-03-11,68.8423354269704
71,AFG,65.7311447084233,448.256578947368,463,54.515,-1.5861042542112662,82.575,-3.2069213261153733,21.6065007199715,-2.5940767108013665,2020-03-12,68.59418356540054
72,AFG,68.78100737100739,448.256578947368,407,56.745,-1.0189733720598917,85.615,-1.381747327708689,22.1995867959026,-1.212325574084158,2020-03-13,68.43634374337458
73,AFG,67.11955684007711,448.256578947368,519,57.245,-0.8918139814429914,81.725,-3.717249582248828,20.9738720433421,-1.9650516518437424,2020-03-14,68.48415891757105
74,AFG,65.1082388663968,448.256578947368,494,52.665,-2.0565939994937974,81.8575,-3.637698412910374,21.8030168915602,-2.876286420060421,2020-03-15,68.83964965986131
75,AFG,69.12408695652171,448.256578947368,460,56.9325,-0.971288600578554,86.8,-0.6702897000402906,22.4198695292635,-1.0568921465123002,2020-03-16,69.41758400038275
76,AFG,70.47622377622379,448.256578947368,429,60.34,-0.104697353524377,87.51,-0.244015509622934,22.7850189901109,-0.4443017467735937,2020-03-17,70.03379648918902
77,AFG,71.5812054794521,448.256578947368,365,62.21,0.3708787673828294,87.61,-0.1839768912542963,21.041106045019895,0.056314147580741,2020-03-18,70.58155492603788
78,AFG,73.2337857142857,448.256578947368,420,62.4,0.4191993358172509,87.7475,-0.1014237909974131,19.3061379237058,0.8050215061156993,2020-03-19,70.99373582772452
79,AFG,74.155395256917,448.256578947368,506,65.1625,1.121754968975624,89.3475,0.859194102900841,19.227213087465103,1.2225599903113356,2020-03-20,71.26457462506859
80,AFG,73.03106951871659,448.256578947368,374,61.715,0.2449909706720987,89.205,0.7736390717255284,21.059755820211898,0.7131802120486151,2020-03-21,71.34696114075456
81,AFG,69.9611842105263,448.256578947368,456,58.845,-0.4849039314689101,84.8775,-1.8245321381774156,21.0069864234393,-0.6776422555405933,2020-03-22,71.23076496817025
82,AFG,70.40484018264841,448.256578947368,438,57.0525,-0.9407703468304968,89.1175,0.7211052806529726,22.2574046475522,-0.4766423379666951,2020-03-23,70.98309555524972
83,AFG,68.83431623931621,448.256578947368,468,55.815,-1.255489838607326,85.36,-1.534845804548721,21.40391477337,-1.188173801518633,2020-03-24,70.69569622086688
84,AFG,70.2699054820416,448.256578947368,529,55.81,-1.256761432513494,88.02,0.06218144405713,22.1103598239395,-0.5377749844407161,2020-03-25,70.41830299014829
85,AFG,68.74713973799129,448.256578947368,458,57.0575,-0.9394987529243288,85.225,-1.6158979393463897,22.6385488490138,-1.2276694257900145,2020-03-26,70.27888275544738
86,AFG,72.19057971014492,448.256578947368,483,62.74,0.505667721436744,87.545,-0.2230019931939117,20.002712712175104,0.3323933121528822,2020-03-27,70.33681291936404
87,AFG,70.24755230125521,448.256578947368,478,59.17,-0.4022503275679241,85.6425,-1.3652367076573106,20.850862393428,-0.5479021725727415,2020-03-28,70.59436565717724
88,AFG,71.7704094827586,448.256578947368,464,61.325,0.1458066459909163,87.985,0.0411679276281077,20.769555349636,0.1420336948401891,2020-03-29,70.98721871957444
89,AFG,66.6301141924959,448.256578947368,613,54.12,-1.686560172798618,84.66,-1.9551161331292104,22.8628859166536,-2.186795385733785,2020-03-30,71.44622369879721
90,AFG,73.3568351648352,448.256578947368,455,64.93,1.0626258523387684,88.45,0.3203475030422908,20.416075641202603,0.8607694977400645,2020-03-31,71.89981551609642
91,AFG,73.0846074380165,448.256578947368,484,62.995,0.5705190106513619,88.7175,0.4809508071784047,20.347167389013897,0.7374357569810713,2020-04-01,72.32466399419165
92,AFG,73.34642241379309,448.256578947368,464,63.9675,0.8178440254012339,87.9425,0.0156515148214328,18.811674966227898,0.8560519638113073,2020-04-02,72.68754890932235
93,AFG,73.938961038961,448.256578947368,539,66.295,1.4097709887229048,87.31,-0.3640927463602179,19.0822440394274,1.1245036973660572,2020-04-03,72.96746034694335
94,AFG,74.3782037996546,448.256578947368,579,65.4,1.1821556795186543,86.925,-0.5952414270794892,16.8862236663281,1.323504193791347,2020-04-04,73.09937867623546
95,AFG,74.40933579335791,448.256578947368,542,64.72,1.0092189082796683,87.5775,-0.203489442224104,18.3404977669106,1.337608654367738,2020-04-05,73.04424454370356
96,AFG,72.716221719457,448.256578947368,442,64.1675,0.8687077816479948,88.0825,0.0997055805375307,20.1457117525978,0.5705372957439,2020-04-06,72.8458963668026
97,AFG,71.71938613861391,448.256578947368,505,63.57,0.716752309860798,86.12,-1.0785523049470456,19.3366209288961,0.1189173871336341,2020-04-07,72.6355067260092
98,AFG,73.0976499189627,448.256578947368,617,64.17,0.8693435786010787,87.14,-0.4661583975869088,19.0493207557085,0.7433446994046463,2020-04-08,72.45026805107064
99,AFG,70.97409961685821,448.256578947368,522,60.9325,0.0459865243566482,86.8725,-0.6267617017230227,20.8158738809054,-0.218737324748843,2020-04-09,72.26452402381025
100,AFG,69.42402957486141,448.256578947368,541,57.68,-0.7811853116062876,83.34,-2.747625895595269,18.6535206594282,-0.9210020754854092,2020-04-10,72.10278522780702
101,AFG,73.7270833333333,448.256578947368,480,64.5325,0.9615341367983308,88.5775,0.3968967414623069,19.0625685921168,1.0285117485521862,2020-04-11,71.9709663008424
102,AFG,73.0132793522267,448.256578947368,494,62.94,0.556531477683503,87.8625,-0.0323793798734789,18.8374415522432,0.7051203137878311,2020-04-12,71.89339833538087
103,AFG,73.3559188034188,448.256578947368,468,63.09,0.5946792948685745,88.07,0.0922007532414489,18.7039150309168,0.8603543369381407,2020-04-13,71.86945956110316
104,AFG,68.7694619666048,448.256578947368,539,56.98,-0.9592084584699486,85.605,-1.3877511895455477,21.805721186784503,-1.2175562606501005,2020-04-14,71.85547811464383
105,AFG,73.427332155477,448.256578947368,566,65.3325,1.1649891617853705,87.6325,-0.1704682021213558,18.5869000910292,0.8927084103178251,2020-04-15,71.84004960478106
106,AFG,71.2651241134752,448.256578947368,564,61.86,0.2818671939509988,87.175,-0.4451448811578865,21.0937084426562,-0.0868876405167144,2020-04-16,71.80557967459976
107,AFG,70.9583716075157,448.256578947368,479,59.635,-0.2839920942942078,87.235,-0.4091217101367004,20.836703863296695,-0.2258629553727804,2020-04-17,71.71756925849266
108,AFG,73.3372154471545,448.256578947368,492,64.1625,0.8674361877418233,88.26,0.2062741281418741,19.0613467063318,0.8518807147991286,2020-04-18,71.67758134309558
109,AFG,70.3395192307692,448.256578947368,520,59.3,-0.3691888860075312,86.565,-0.8113804532065968,21.0118677439266,-0.5062362277565005,2020-04-19,71.75192495415419
110,AFG,72.31157264957271,448.256578947368,585,61.17,0.1063872348996769,87.8,-0.0699035163538796,19.4535363352578,0.3872095940924302,2020-04-20,71.91741805462775
111,AFG,72.5829215116279,448.256578947368,688,61.24,0.124189549586043,88.5125,0.3578716395226916,19.9211510933646,0.5101451620415802,2020-04-21,72.12697983938327
112,AFG,68.1572423025435,448.256578947368,747,56.97,-0.9617516462822862,83.605,-2.5885235569183696,20.5870401631662,-1.4949245589395006,2020-04-22,72.37386307612658
113,AFG,73.8791258741259,448.256578947368,572,65.5025,1.2082233545951169,89.0475,0.6790782477949194,19.2209345136448,1.0973951629258538,2020-04-23,72.63756791481651
114,AFG,74.1209983361065,448.256578947368,601,65.3,1.156723801395272,89.62,1.0227993379553928,19.0078590062549,1.206976342885972,2020-04-24,72.90047105510064
115,AFG,74.57872759856629,448.256578947368,558,64.0075,0.8280167766505839,89.41,0.8967182393812416,18.898886367150897,1.4143522147479104,2020-04-25,73.11345125105842
116,AFG,74.4428311688312,448.256578947368,385,65.93,1.316944633572569,88.29,0.2242857136524672,19.162998594705694,1.352783853468598,2020-04-26,73.20647576728351
117,AFG,72.3077248677249,448.256578947368,567,60.685,-0.0169573739987161,89.045,0.6775772823357047,20.1202542575154,0.3854663428282744,2020-04-27,73.17737723959885
118,AFG,74.5856896551724,448.256578947368,522,64.0525,0.8394611218061054,89.035,0.6715734204988375,18.127401968143,1.4175063992780543,2020-04-28,73.02588973585007
119,AFG,72.1469328493648,448.256578947368,551,61.81,0.2691512548893094,88.32,0.2422972991630516,20.9196518794482,0.3126189464947373,2020-04-29,72.76171225145112
120,AFG,72.0357804459691,448.256578947368,583,62.115,0.3467184831656186,88.26,0.2062741281418741,21.7590912476652,0.2622609544365841,2020-04-30,72.51142866078091
121,AFG,71.09642857142859,448.256578947368,658,61.0625,0.0790479659170429,88.605,0.4134073615136853,22.5214925492761,-0.1633157563927673,2020-05-01,72.363333167973
122,AFG,72.50916452442159,448.256578947368,778,62.7675,0.5126614879206726,88.36,0.2663127465105118,21.301180768504,0.4767292964147638,2020-05-02,72.27811586453402
123,AFG,72.8184165232358,448.256578947368,581,62.41,0.4217425236295884,87.25,-0.4001159173814039,19.7986281544612,0.6168370154067873,2020-05-03,72.2296369666943
124,AFG,71.3575390625,448.256578947368,512,63.04,0.5819633558068834,87.1825,-0.440641984780234,21.8103864958482,-0.0450187188661614,2020-05-04,72.20459214648483
125,AFG,71.4692057026477,448.256578947368,491,61.585,0.211929529111704,87.775,-0.0849131709460348,20.71832294599,0.0055722499831535,2020-05-05,72.24549518996754
126,AFG,73.8945155393053,448.256578947368,547,64.02,0.8311957614160072,88.04,0.0741891677308644,18.5705964143396,1.1043675055221969,2020-05-06,72.36480222075366
127,AFG,70.8711456628478,448.256578947368,611,60.56,-0.0487472216529412,86.93,-0.5922394961610514,20.730576356251,-0.2653809801267194,2020-05-07,72.4337741769114
128,AFG,72.785966029724,448.256578947368,471,61.925,0.2983979147311952,88.725,0.4854537035560488,21.259323918687898,0.6021352037983336,2020-05-08,72.32531236434247
129,AFG,73.3823908045977,448.256578947368,435,64.785,1.0257496290598649,89.045,0.6775772823357047,20.1951982312151,0.8723475713118931,2020-05-09,72.06651852781297
130,AFG,73.2502846975089,448.256578947368,562,62.18,0.363249203945815,89.8225,1.1443775401518912,20.8377814925248,0.812496429200931,2020-05-10,71.74096368323083
131,AFG,75.4126232394366,448.256578947368,568,67.6825,1.7626382976848038,89.015,0.6595656968251117,18.2182889866284,1.7921516034914704,2020-05-11,71.42385013557902
132,AFG,68.5211995863495,448.256578947368,967,54.615,-1.5606723760878858,86.875,-0.6252607362638081,23.0284495712762,-1.3300324158325203,2020-05-12,71.17146889628621
133,AFG,65.82014354066979,448.256578947368,836,48.4,-3.141263601455957,86.1625,-1.0530358921403793,23.5093710907197,-2.553755473018516,2020-05-13,70.97966878706427
134,AFG,69.2529395604396,448.256578947368,728,57.6025,-0.8008950171519073,87.2225,-0.4166265374327823,22.649784787210105,-0.9985150155953076,2020-05-14,70.85122545508838
135,AFG,71.62221428571429,448.256578947368,560,61.6775,0.2354540163758308,87.9,-0.0098648979852334,20.192108655994,0.0748933332481368,2020-05-15,70.83780550163122
136,AFG,72.863670694864,448.256578947368,662,63.0125,0.5749695893229548,87.7575,-0.0954199291605545,19.7884131266232,0.6373395789666435,2020-05-16,70.94785434956322
137,AFG,72.3245212121212,448.256578947368,825,62.07,0.3352741380100971,87.05,-0.5201931541186878,19.2395937462118,0.3930759864515757,2020-05-17,71.13738716147651
138,AFG,69.735570934256,448.256578947368,578,57.7125,-0.7729199512161893,87.0575,-0.5156902577410354,22.3793883281879,-0.779857153532374,2020-05-18,71.42688786689388
139,AFG,73.0413588850174,448.256578947368,574,62.5125,0.4478101987060545,89.845,1.1578862292848318,20.7975076680072,0.7178418460810795,2020-05-19,71.75565838220683
140,AFG,71.43611510791371,448.256578947368,556,61.3125,0.1426276612254931,85.85,-1.2406565745423828,19.4703959069227,-0.0094195617627567,2020-05-20,72.0797605846763
141,AFG,71.3708121019108,448.256578947368,628,59.3725,-0.3507507743680794,86.145,-1.0635426503548904,19.4934985230049,-0.0390053211094136,2020-05-21,72.410525194457
142,AFG,69.74518578352179,448.256578947368,619,60.375,-0.0957961961811949,85.93,-1.1926256798474624,21.315958341629,-0.7755011118438901,2020-05-22,72.73594848078892
143,AFG,75.502176,448.256578947368,625,65.83,1.2915127554491868,90.38,1.4790928375570596,19.395299309924,1.8327238004702715,2020-05-23,73.03694110827703
144,AFG,76.2848020434227,448.256578947368,783,67.67,1.7594593129193807,91.18,1.959401784506195,19.8010259216607,2.187295315571727,2020-05-24,73.34654176379297
145,AFG,73.5111574952562,448.256578947368,527,64.125,0.8578992334455573,88.0,0.0501737203834042,19.3641081782711,0.9306857789208668,2020-05-25,73.58416313018536
146,AFG,72.64064646464651,448.256578947368,495,62.25,0.3810515186321812,89.135,0.7316120388674837,20.275994621246895,0.5362976575060241,2020-05-26,73.72332377024628
147,AFG,73.03964285714291,448.256578947368,504,61.83,0.2742376305139845,87.645,-0.162963374825274,20.254882637219698,0.7170643935435245,2020-05-27,73.84343719507302
148,AFG,72.2227027027027,448.256578947368,592,63.1,0.597222482680912,86.6225,-0.7768582476446255,19.719025335845803,0.3469467482882243,2020-05-28,73.95564317628312
149,AFG,79.795406504065,448.256578947368,738,71.6525,2.772283859182992,94.0225,3.6659995116348094,18.9023952065025,3.7777871641282874,2020-05-29,74.06070945955096
150,AFG,74.1962229102167,448.256578947368,646,65.785,1.2800684102936652,86.7625,-0.6928041819285276,17.990004562564398,1.241057103984172,2020-05-30,74.15529483760626
151,AFG,72.14614141414141,448.256578947368,495,63.04,0.5819633558068834,88.44,0.3143436412054237,21.2409189898794,0.3122603839492907,2020-05-31,74.23020393880819
152,AGO,62.935690821256,817.013157894737,1035,52.69,3.13224113161867,79.285,-1.68597866836156,23.7401611052811,1.748800537714024,2020-01-01,60.62200674986061
153,AGO,58.4239247311828,817.013157894737,744,34.11,-1.6063730137397438,82.6875,0.7816307036761099,28.051480134542,-0.9480073865499388,2020-01-02,60.39525169826231
154,AGO,58.8730139720559,817.013157894737,1002,40.6525,0.0622159553672228,80.155,-1.055024912689912,26.0271584526756,-0.6795742720423041,2020-01-03,60.17729297774731
155,AGO,57.053325,817.013157894737,800,34.27,-1.5655668639411775,81.7975,0.1361722639660363,28.2493884425592,-1.7672529197304594,2020-01-04,59.96626663352513
156,AGO,62.7346376811594,817.013157894737,1380,54.6,3.619364544839046,76.495,-3.7093820917223455,21.3139579789213,1.6286254908285904,2020-01-05,59.7627680750642
157,AGO,58.544213075060505,817.013157894737,826,39.9175,-0.1252372952699388,79.59,-1.4647822367755188,25.5588891051448,-0.876107701927606,2020-01-06,59.57055143452787
158,AGO,61.8115683962264,817.013157894737,848,43.81,0.8674998177982878,82.01,0.2902845318743444,25.9379540440829,1.0768813373076365,2020-01-07,59.39573855813139
159,AGO,58.1555510752688,817.013157894737,744,35.9575,-1.1351895027844323,80.95,-0.4784637221623736,26.524897747275897,-1.108421775834206,2020-01-08,59.27628824760792
160,AGO,57.550288220551394,817.013157894737,798,35.8725,-1.1568677698649206,79.8975,-1.2417727196846855,26.8601091963489,-1.470204197679137,2020-01-09,59.27694499894199
161,AGO,58.938854679803,817.013157894737,812,38.19,-0.5658161938763251,81.165,-0.3225383687492635,27.0738940017468,-0.6402194520346371,2020-01-10,59.29833054885286
162,AGO,58.0726913265306,817.013157894737,784,38.015,-0.6104479202185054,81.3125,-0.2155663239658571,27.350186926809503,-1.1579493494137256,2020-01-11,59.37648496112344
163,AGO,60.1683111702128,817.013157894737,752,39.9575,-0.1150357578202959,82.82,0.8777242354306944,26.954816282916603,0.0946608453216254,2020-01-12,59.54097988621774
164,AGO,61.4749647058823,817.013157894737,850,42.0925,0.4294713035543114,83.24,1.1823226002376963,25.999762698222604,0.8756839610842315,2020-01-13,59.76387219137716
165,AGO,58.866915995396994,817.013157894737,869,36.93,-0.8871646235400276,79.81,-1.3052307123528049,26.0999486363282,-0.6832192020868603,2020-01-14,59.99000940837889
166,AGO,60.4109486166008,817.013157894737,759,42.285,0.4785662025307093,81.78,0.1234806654324125,25.954636758845897,0.2396919872467424,2020-01-15,60.14508599719778
167,AGO,60.032976022567,817.013157894737,709,40.14,-0.0684912432063078,82.23,0.4498360562970583,26.3974108102805,0.0137672681023555,2020-01-16,60.20341614336368
