,country,senti_bert,senti_bert_averageN,senti_bert_quan25,senti_bert_quan75,senti_bert_std_trend,senti_bert_std_trend_fitted_normal,senti_bert_std_trend_fitted_normal+ci,senti_bert_std_trend_fitted_normal-ci,tweet_date
0,AFG,73.00616352,448.2565789,66.6025,89.395,0.028350083,,,,2020-1-1
1,AFG,73.27521452,448.2565789,64.32,90.435,-0.083161438,,,,2020-1-2
2,AFG,67.1284507,448.2565789,53.3775,85.0575,-0.18215378,,,,2020-1-3
3,AFG,70.3417551,448.2565789,58.35,87.43,-0.274310487,,,,2020-1-4
4,AFG,66.00269231,448.2565789,51.7325,84.7625,-0.354486762,,,,2020-1-5
5,AFG,72.74446541,448.2565789,63.825,90.33,-0.374137746,,,,2020-1-6
6,AFG,73.38051948,448.2565789,60.89,92.5575,-0.209716298,,,,2020-1-7
7,AFG,68.94582697,448.2565789,55.96,87.68,-0.082190471,,,,2020-1-8
8,AFG,74.96974359,448.2565789,65.79,90.92,0.049661163,,,,2020-1-9
9,AFG,72.54652038,448.2565789,60.895,90.545,0.201779508,,,,2020-1-10
10,AFG,69.009653,448.2565789,58.08,87.82,0.361127116,,,,2020-1-11
11,AFG,71.12738602,448.2565789,60.24,89.47,0.393368533,,,,2020-1-12
12,AFG,72.74208791,448.2565789,61.76,90.72,0.263849104,,,,2020-1-13
13,AFG,75.77465347,448.2565789,68.355,90.51,0.161863845,,,,2020-1-14
14,AFG,71.33926641,448.2565789,61.015,87.59,0.140194014,,,,2020-1-15
15,AFG,69.07567347,448.2565789,57.55,87.01,0.10892576,,,,2020-1-16
16,AFG,72.45431655,448.2565789,63.7875,89.4475,0.008712712,,,,2020-1-17
17,AFG,70.80060423,448.2565789,62.16,87.45,-0.070746486,,,,2020-1-18
18,AFG,72.46851563,448.2565789,64.49,87.5775,-0.028757608,,,,2020-1-19
19,AFG,68.99579545,448.2565789,57.1125,87.6125,0.047927463,,,,2020-1-20
20,AFG,71.88047337,448.2565789,60.0425,90.2275,0.096352927,,,,2020-1-21
21,AFG,74.18473868,448.2565789,62.82,89.685,0.145282217,,,,2020-1-22
22,AFG,69.60879257,448.2565789,58.69,84.51,0.190155232,,,,2020-1-23
23,AFG,74.27174497,448.2565789,64.605,89.915,0.223192421,,,,2020-1-24
24,AFG,72.57811024,448.2565789,63.61,88.3,0.196326632,,,,2020-1-25
25,AFG,70.48969349,448.2565789,61.07,90.8,0.068966977,,,,2020-1-26
26,AFG,69.45237164,448.2565789,56.63,88.68,-0.108509684,,,,2020-1-27
27,AFG,73.56918239,448.2565789,62.815,90.4325,-0.34762542,,,,2020-1-28
28,AFG,69.79859873,448.2565789,59.645,88.535,-0.526971212,,,,2020-1-29
29,AFG,70.12895652,448.2565789,58.62,88.76,-0.596323879,,,,2020-1-30
30,AFG,68.41769231,448.2565789,53.7925,86.9675,-0.64495803,,,,2020-1-31
31,AFG,69.66594427,448.2565789,55.31,89.715,-0.725059247,,,,2020-2-1
32,AFG,70.15946809,448.2565789,57.81,87.655,-0.774817164,,,,2020-2-2
33,AFG,70.04709459,448.2565789,57.71,86.935,-0.775210964,,,,2020-2-3
34,AFG,69.64985663,448.2565789,56.225,88.56,-0.760827704,,,,2020-2-4
35,AFG,69.49154122,448.2565789,52.45,88.46,-0.772746084,,,,2020-2-5
36,AFG,71.01735409,448.2565789,62.14,88.25,-0.774170993,,,,2020-2-6
37,AFG,68.9221875,448.2565789,54.86,88.0625,-0.699808593,,,,2020-2-7
38,AFG,70.31652174,448.2565789,61.79,87.48,-0.601396479,,,,2020-2-8
39,AFG,67.71202899,448.2565789,55.67,85.78,-0.509747709,,,,2020-2-9
40,AFG,72.47052632,448.2565789,64.35,89.2,-0.439462192,,,,2020-2-10
41,AFG,70.20806962,448.2565789,58.825,87.475,-0.407357278,,,,2020-2-11
42,AFG,72.11913889,448.2565789,60.745,87.6275,-0.480892244,,,,2020-2-12
43,AFG,71.5552439,448.2565789,61.3325,89.7825,-0.640658412,,,,2020-2-13
44,AFG,69.63,448.2565789,58.16,87.78,-0.753275408,,,,2020-2-14
45,AFG,68.75189474,448.2565789,56.48,87.05,-0.743511849,,,,2020-2-15
46,AFG,63.96144118,448.2565789,46.4725,87.615,-0.655968327,,,,2020-2-16
47,AFG,72.11292208,448.2565789,62.2225,89.39,-0.49026027,,,,2020-2-17
48,AFG,72.74665263,448.2565789,61.285,90.275,-0.192296048,,,,2020-2-18
49,AFG,73.17925729,448.2565789,63.93,90.52,0.199084726,,,,2020-2-19
50,AFG,72.49214286,448.2565789,61.5625,88.175,0.533514914,,,,2020-2-20
51,AFG,73.22132231,448.2565789,62.7675,90.66,0.678703258,,,,2020-2-21
52,AFG,73.80574822,448.2565789,63.45,89.56,0.680022947,,,,2020-2-22
53,AFG,71.42624378,448.2565789,59.9325,88.57,0.592117438,,,,2020-2-23
54,AFG,73.883,448.2565789,63.8875,89.705,0.418229041,,,,2020-2-24
55,AFG,72.34281525,448.2565789,62.16,90.98,0.206404544,,,,2020-2-25
56,AFG,71.50623762,448.2565789,60.915,86.915,0.045809336,,,,2020-2-26
57,AFG,70.19346749,448.2565789,55.555,90.785,-0.056174267,,,,2020-2-27
58,AFG,70.15786492,448.2565789,57.555,87.7,-0.139109004,,,,2020-2-28
59,AFG,71.44944573,448.2565789,58.66,89.02,-0.190105308,,,,2020-2-29
60,AFG,70.89609195,448.2565789,60.605,87.53,-0.188993413,,,,2020-3-1
61,AFG,71.69457338,448.2565789,61.93,88.55,-0.174548216,,,,2020-3-2
62,AFG,71.43807818,448.2565789,59.545,88.925,-0.285888663,,,,2020-3-3
63,AFG,70.41258228,448.2565789,59.92,88.115,-0.453195487,,,,2020-3-4
64,AFG,72.77365031,448.2565789,62.15,89.4175,-0.477671872,,,,2020-3-5
65,AFG,67.06258333,448.2565789,53.775,82.8975,-0.390524445,,,,2020-3-6
66,AFG,66.93079576,448.2565789,54.22,85.36,-0.402674696,,,,2020-3-7
67,AFG,73.12273196,448.2565789,64.23,87.93,-0.557408111,,,,2020-3-8
68,AFG,74.75103203,448.2565789,64.2525,90.2575,-0.761635172,,,,2020-3-9
69,AFG,68.54780793,448.2565789,59.66,85.14,-0.911525341,,,,2020-3-10
70,AFG,68.00808,448.2565789,57.8525,82.7975,-1.147154698,,,,2020-3-11
71,AFG,65.73114471,448.2565789,54.515,82.575,-1.508906328,,,,2020-3-12
72,AFG,68.78100737,448.2565789,56.745,85.615,-1.7469947,-1.747288142,-1.747288142,-1.747288142,2020-3-13
73,AFG,67.11955684,448.2565789,57.245,81.725,-1.696997873,-1.439842118,-1.504117219,-1.377830137,2020-3-14
74,AFG,65.10823887,448.2565789,52.665,81.8575,-1.428827837,-1.1780891,-1.289531102,-1.074356663,2020-3-15
75,AFG,69.12408696,448.2565789,56.9325,86.8,-1.045393733,-0.955238139,-1.100169641,-0.825083002,2020-3-16
76,AFG,70.47622378,448.2565789,60.34,87.51,-0.629162122,-0.765507562,-0.93306767,-0.620329167,2020-3-17
77,AFG,71.58120548,448.2565789,62.21,87.61,-0.201859772,-0.603974977,-0.78560858,-0.452143997,2020-3-18
78,AFG,73.23378571,448.2565789,62.4,87.7475,0.128439145,-0.466449564,-0.655483346,-0.313996393,2020-3-19
79,AFG,74.15539526,448.2565789,65.1625,89.3475,0.255707613,-0.349363347,-0.540654368,-0.200521702,2020-3-20
80,AFG,73.03106952,448.2565789,61.715,89.205,0.176793395,-0.249678628,-0.439323567,-0.107313386,2020-3-21
81,AFG,69.96118421,448.2565789,58.845,84.8775,-0.029160473,-0.164809175,-0.349904228,-0.030751906,2020-3-22
82,AFG,70.40484018,448.2565789,57.0525,89.1175,-0.290945505,-0.092553124,-0.270996157,0.032135831,2020-3-23
83,AFG,68.83431624,448.2565789,55.815,85.36,-0.501837383,-0.031035857,-0.20136375,0.083791933,2020-3-24
84,AFG,70.26990548,448.2565789,55.81,88.02,-0.625069906,0.021338638,-0.139916652,0.126222348,2020-3-25
85,AFG,68.74713974,448.2565789,57.0575,85.225,-0.654505627,0.065929171,-0.085692676,0.161074768,2020-3-26
86,AFG,72.19057971,448.2565789,62.74,87.545,-0.640683832,0.103892604,-0.037842744,0.189702609,2020-3-27
87,AFG,70.2475523,448.2565789,59.17,85.6425,-0.507463904,0.136213865,0.004382417,0.213217569,2020-3-28
88,AFG,71.77040948,448.2565789,61.325,87.985,-0.295383928,0.1637315,0.041643998,0.232532799,2020-3-29
89,AFG,66.63011419,448.2565789,54.12,84.66,-0.042802206,0.187159431,0.074525471,0.248398365,2020-3-30
90,AFG,73.35683516,448.2565789,64.93,88.45,0.201613951,0.207105473,0.103541718,0.261430369,2020-3-31
91,AFG,73.08460744,448.2565789,62.995,88.7175,0.451722687,0.224087111,0.129147097,0.272134881,2020-4-1
92,AFG,73.34642241,448.2565789,63.9675,87.9425,0.687397334,0.238544916,0.151742557,0.280927586,2020-4-2
93,AFG,73.93896104,448.2565789,66.295,87.31,0.864701432,0.250853984,0.171681915,0.28814993,2020-4-3
94,AFG,74.3782038,448.2565789,65.4,86.925,0.902145676,0.261333664,0.189277395,0.294082376,2020-4-4
95,AFG,74.40933579,448.2565789,64.72,87.5775,0.855617108,0.270255841,0.204804523,0.298955299,2020-4-5
96,AFG,72.71622172,448.2565789,64.1675,88.0825,0.725962697,0.277851992,0.218506432,0.302957926,2020-4-6
97,AFG,71.71938614,448.2565789,63.57,86.12,0.533023887,0.284319195,0.230597679,0.306245691,2020-4-7
98,AFG,73.09764992,448.2565789,64.17,87.14,0.360763338,0.289825233,0.241267596,0.308946267,2020-4-8
99,AFG,70.97409962,448.2565789,60.9325,86.8725,0.255559527,0.294512958,0.250683261,0.311164526,2020-4-9
100,AFG,69.42402957,448.2565789,57.68,83.34,0.203625381,0.298503987,0.258992113,0.312986607,2020-4-10
101,AFG,73.72708333,448.2565789,64.5325,88.5775,0.15769743,0.301901864,0.266324256,0.314483268,2020-4-11
102,AFG,73.01327935,448.2565789,62.94,87.8625,0.176570112,0.304794745,0.272794505,0.315712628,2020-4-12
103,AFG,73.3559188,448.2565789,63.09,88.07,0.241150276,0.307257682,0.278504173,0.316722426,2020-4-13
104,AFG,68.76946197,448.2565789,56.98,85.605,0.277988149,0.309354575,0.283542669,0.317551876,2020-4-14
105,AFG,73.42733216,448.2565789,65.3325,87.6325,0.221730218,0.311139824,0.287988889,0.318233188,2020-4-15
106,AFG,71.26512411,448.2565789,61.86,87.175,0.125113896,0.312659748,0.291912454,0.318792819,2020-4-16
107,AFG,70.95837161,448.2565789,59.635,87.235,0.081375932,0.313953779,0.295374802,0.319252501,2020-4-17
108,AFG,73.33721545,448.2565789,64.1625,88.26,0.080329023,0.315055489,0.298430151,0.319630085,2020-4-18
109,AFG,70.33951923,448.2565789,59.3,86.565,0.028793782,0.315993462,0.301126343,0.319940232,2020-4-19
110,AFG,72.31157265,448.2565789,61.17,87.8,0.060428353,0.316792032,0.303505597,0.320194988,2020-4-20
111,AFG,72.58292151,448.2565789,61.24,88.5125,0.209365095,0.317471918,0.305605169,0.320404245,2020-4-21
112,AFG,68.1572423,448.2565789,56.97,83.605,0.408836497,0.318050758,0.307457935,0.320576129,2020-4-22
113,AFG,73.87912587,448.2565789,65.5025,89.0475,0.584556741,0.31854357,0.309092908,0.320717315,2020-4-23
114,AFG,74.12099834,448.2565789,65.3,89.62,0.706286267,0.31896314,0.31053569,0.320833286,2020-4-24
115,AFG,74.5787276,448.2565789,64.0075,89.41,0.848104111,0.319320353,0.311808873,0.320928544,2020-4-25
116,AFG,74.44283117,448.2565789,65.93,88.29,0.96180433,0.319624476,0.312932392,0.321006789,2020-4-26
117,AFG,72.30772487,448.2565789,60.685,89.045,0.921160039,0.319883401,0.313923842,0.32107106,2020-4-27
118,AFG,74.58568966,448.2565789,64.0525,89.035,0.77392405,0.320103843,0.314798746,0.321123852,2020-4-28
119,AFG,72.14693285,448.2565789,61.81,88.32,0.62037432,0.320291523,0.315570805,0.321167216,2020-4-29
120,AFG,72.03578045,448.2565789,62.115,88.26,0.475631936,0.32045131,0.316252108,0.321202835,2020-4-30
121,AFG,71.09642857,448.2565789,61.0625,88.605,0.32104539,0.32058735,0.316853324,0.321232092,2020-5-1
122,AFG,72.50916452,448.2565789,62.7675,88.36,0.193212907,0.32070317,0.317383867,0.321256124,2020-5-2
123,AFG,72.81841652,448.2565789,62.41,87.25,0.201487327,0.320801778,0.317852045,0.321275864,2020-5-3
124,AFG,71.35753906,448.2565789,63.04,87.1825,0.291325241,0.32088573,0.318265188,0.321292079,2020-5-4
125,AFG,71.4692057,448.2565789,61.585,87.775,0.39107127,0.320957205,0.318629766,0.321305397,2020-5-5
126,AFG,73.89451554,448.2565789,64.02,88.04,0.457649521,0.321018058,0.318951487,0.321316337,2020-5-6
127,AFG,70.87114566,448.2565789,60.56,86.93,0.528325373,0.321069866,0.319235391,0.321325323,2020-5-7
128,AFG,72.78596603,448.2565789,61.925,88.725,0.592423766,0.321113975,0.319485921,0.321332705,2020-5-8
129,AFG,73.3823908,448.2565789,64.785,89.045,0.478712221,0.321151528,0.319707001,0.321338768,2020-5-9
130,AFG,73.2502847,448.2565789,62.18,89.8225,0.189332377,0.3211835,0.319902094,0.321343748,2020-5-10
131,AFG,75.41262324,448.2565789,67.6825,89.015,-0.069424878,0.32121072,0.320074253,0.321347838,2020-5-11
132,AFG,68.52119959,448.2565789,54.615,86.875,-0.237384446,0.321233895,0.320226175,0.321351198,2020-5-12
133,AFG,65.82014354,448.2565789,48.4,86.1625,-0.3574208,0.321253625,0.320360238,0.321353958,2020-5-13
134,AFG,69.25293956,448.2565789,57.6025,87.2225,-0.47205447,0.321270424,0.320478542,0.321356225,2020-5-14
135,AFG,71.62221429,448.2565789,61.6775,87.9,-0.503156982,0.321284725,0.32058294,0.321358087,2020-5-15
136,AFG,72.86367069,448.2565789,63.0125,87.7575,-0.308172334,0.321296901,0.320675065,0.321359617,2020-5-16
137,AFG,72.32452121,448.2565789,62.07,87.05,-0.035471733,0.321307268,0.320756362,0.321360873,2020-5-17
138,AFG,69.73557093,448.2565789,57.7125,87.0575,0.116480971,0.321316093,0.320828101,0.321361905,2020-5-18
139,AFG,73.04135889,448.2565789,62.5125,89.845,0.128634333,0.321323607,0.320891408,0.321362753,2020-5-19
140,AFG,71.43611511,448.2565789,61.3125,85.85,0.196501818,0.321330005,0.320947273,0.321363449,2020-5-20
141,AFG,71.3708121,448.2565789,59.3725,86.145,0.38337919,0.321335451,0.320996571,0.321364021,2020-5-21
142,AFG,69.74518578,448.2565789,60.375,85.93,0.56946238,0.321340088,0.321040074,0.321364491,2020-5-22
143,AFG,75.502176,448.2565789,65.83,90.38,0.675826692,0.321344036,0.321078464,0.321364877,2020-5-23
144,AFG,76.28480204,448.2565789,67.67,91.18,0.820410072,0.321347397,0.32111234,0.321365194,2020-5-24
145,AFG,73.5111575,448.2565789,64.125,88,1.053509572,0.321350259,0.321142235,0.321365454,2020-5-25
146,AFG,72.64064646,448.2565789,62.25,89.135,1.292149389,,,,2020-5-26
147,AFG,73.03964286,448.2565789,61.83,87.645,1.251905592,,,,2020-5-27
148,AFG,72.2227027,448.2565789,63.1,86.6225,1.147359422,,,,2020-5-28
149,AFG,79.7954065,448.2565789,71.6525,94.0225,1.04124122,,,,2020-5-29
150,AFG,74.19622291,448.2565789,65.785,86.7625,0.932738306,,,,2020-5-30
151,AFG,72.14614141,448.2565789,63.04,88.44,0.808612115,,,,2020-5-31
152,AGO,62.93569082,817.0131579,52.69,79.285,0.616942705,,,,2020-1-1
153,AGO,58.42392473,817.0131579,34.11,82.6875,0.40176959,,,,2020-1-2
154,AGO,58.87301397,817.0131579,40.6525,80.155,0.192537911,,,,2020-1-3
155,AGO,57.053325,817.0131579,34.27,81.7975,-0.016972551,,,,2020-1-4
156,AGO,62.73463768,817.0131579,54.6,76.495,-0.225858506,,,,2020-1-5
157,AGO,58.54421308,817.0131579,39.9175,79.59,-0.390775192,,,,2020-1-6
158,AGO,61.8115684,817.0131579,43.81,82.01,-0.479897971,,,,2020-1-7
159,AGO,58.15555108,817.0131579,35.9575,80.95,-0.537676501,,,,2020-1-8
160,AGO,57.55028822,817.0131579,35.8725,79.8975,-0.549640901,,,,2020-1-9
161,AGO,58.93885468,817.0131579,38.19,81.165,-0.482731587,,,,2020-1-10
162,AGO,58.07269133,817.0131579,38.015,81.3125,-0.42555378,,,,2020-1-11
163,AGO,60.16831117,817.0131579,39.9575,82.82,-0.318043889,,,,2020-1-12
164,AGO,61.47496471,817.0131579,42.0925,83.24,-0.172284194,,,,2020-1-13
165,AGO,58.866916,817.0131579,36.93,79.81,0.004816658,,,,2020-1-14
166,AGO,60.41094862,817.0131579,42.285,81.78,0.156755412,,,,2020-1-15
167,AGO,60.03297602,817.0131579,40.14,82.23,0.22115341,,,,2020-1-16
168,AGO,61.30877778,817.0131579,43.3625,82.67,0.239620478,,,,2020-1-17
169,AGO,61.58402108,817.0131579,43.4475,83.57,0.214958486,,,,2020-1-18
170,AGO,58.95311859,817.0131579,39.99,82.05,0.107352021,,,,2020-1-19
171,AGO,60.26278155,817.0131579,40.04,81.04,-0.003465939,,,,2020-1-20
172,AGO,59.31381543,817.0131579,40.0175,80.1925,-0.057860357,,,,2020-1-21
173,AGO,58.86755747,817.0131579,39.9325,81.355,-0.099654544,,,,2020-1-22
174,AGO,60.40465772,817.0131579,40.62,81.48,-0.185738197,,,,2020-1-23
175,AGO,61.20716755,817.0131579,42.43,82.1225,-0.270456976,,,,2020-1-24
176,AGO,60.85746087,817.0131579,39.645,82.74,-0.205794461,,,,2020-1-25
177,AGO,56.97652798,817.0131579,35.1,79.87,-0.087187047,,,,2020-1-26
178,AGO,56.77613599,817.0131579,33.44,80.065,-0.030248283,,,,2020-1-27
179,AGO,63.47418543,817.0131579,50.305,79.925,0.031249534,,,,2020-1-28
180,AGO,61.14132901,817.0131579,42.84,82.92,0.246560681,,,,2020-1-29
181,AGO,59.93993019,817.0131579,39.75,80.88,0.564731924,,,,2020-1-30
182,AGO,60.1451405,817.0131579,41.98,81.1,0.768943692,,,,2020-1-31
183,AGO,63.33672447,817.0131579,47.045,84.255,0.769801075,,,,2020-2-1
184,AGO,62.59578652,817.0131579,44.3125,83.5025,0.662730748,,,,2020-2-2
185,AGO,59.954811,817.0131579,39.545,82.1775,0.492391677,,,,2020-2-3
186,AGO,61.53777778,817.0131579,41.915,81.895,0.237069408,,,,2020-2-4
187,AGO,58.4352551,817.0131579,37.0725,82.54,-0.108689891,,,,2020-2-5
188,AGO,57.75138554,817.0131579,33.9675,82.4175,-0.426957272,,,,2020-2-6
189,AGO,59.85774716,817.0131579,40.87,82.67,-0.631850999,,,,2020-2-7
190,AGO,59.27368056,817.0131579,38.0875,81.6575,-0.679323308,,,,2020-2-8
191,AGO,59.72655835,817.0131579,40.7,80.81,-0.543902726,,,,2020-2-9
192,AGO,57.41612952,817.0131579,36.1925,79.6275,-0.303233896,,,,2020-2-10
193,AGO,58.61602871,817.0131579,34.995,80.615,-0.037414069,,,,2020-2-11
194,AGO,60.99747856,817.0131579,40.145,82.155,0.18048784,,,,2020-2-12
195,AGO,61.22265928,817.0131579,43.41,82.63,0.256330187,,,,2020-2-13
196,AGO,62.74991525,817.0131579,47.685,83.6475,0.198126981,,,,2020-2-14
197,AGO,61.72775551,817.0131579,42.665,84.225,0.039319786,,,,2020-2-15
198,AGO,58.48757127,817.0131579,40.07,80.49,-0.162803695,,,,2020-2-16
199,AGO,57.6283043,817.0131579,36.58,80.28,-0.33468359,,,,2020-2-17
200,AGO,57.58840256,817.0131579,35.805,79.475,-0.461877929,,,,2020-2-18
201,AGO,58.91818182,817.0131579,37.96,80.2125,-0.487271387,,,,2020-2-19
202,AGO,60.84482798,817.0131579,38.36,82.285,-0.341895924,,,,2020-2-20
203,AGO,60.34211221,817.0131579,40.0875,81.5675,-0.120442576,,,,2020-2-21
204,AGO,59.07112397,817.0131579,37.16,82.51,0.010352001,,,,2020-2-22
205,AGO,61.10667707,817.0131579,43.66,81.58,0.010865499,,,,2020-2-23
206,AGO,61.87905145,817.0131579,43.0425,82.47,-0.023258506,,,,2020-2-24
207,AGO,58.59013356,817.0131579,36.47,81.795,-0.042063539,,,,2020-2-25
208,AGO,58.02324242,817.0131579,35.805,80.555,-0.126593848,,,,2020-2-26
209,AGO,60.00522876,817.0131579,40,82.35,-0.308334566,,,,2020-2-27
210,AGO,60.03578808,817.0131579,41.425,81.35,-0.44057011,,,,2020-2-28
211,AGO,59.23945092,817.0131579,38.04,81.84,-0.43982559,,,,2020-2-29
212,AGO,58.70977273,817.0131579,39.91,79.835,-0.403234476,,,,2020-3-1
213,AGO,59.99070093,817.0131579,37.8075,83.4875,-0.400370621,,,,2020-3-2
214,AGO,59.72469352,817.0131579,37.92,81.655,-0.368903168,,,,2020-3-3
215,AGO,58.58393162,817.0131579,35.36,82.47,-0.238826767,,,,2020-3-4
216,AGO,59.39309789,817.0131579,37.565,82.22,-0.054380055,,,,2020-3-5
217,AGO,59.60334563,817.0131579,40.44,81.13,0.06412516,,,,2020-3-6
218,AGO,60.72333333,817.0131579,41.82,82.165,0.121239057,,,,2020-3-7
219,AGO,62.27225086,817.0131579,44.575,83.45,0.165783332,,,,2020-3-8
220,AGO,60.36731148,817.0131579,40.465,83.735,0.142584113,,,,2020-3-9
221,AGO,59.77802486,817.0131579,40.5525,80.655,-0.007075367,,,,2020-3-10
222,AGO,59.54923674,817.0131579,39.87,81.18,-0.260846401,,,,2020-3-11
223,AGO,59.19136296,817.0131579,38.76,81.395,-0.539799121,,,,2020-3-12
224,AGO,58.36952904,817.0131579,37.34,80.76,-0.785824817,,,,2020-3-13
225,AGO,57.91130178,817.0131579,35.92,80.235,-0.999511876,,,,2020-3-14
226,AGO,58.06241565,817.0131579,36.33,82.72,-1.16433265,,,,2020-3-15
227,AGO,57.45268548,817.0131579,35.41,79.65,-1.243188394,,,,2020-3-16
228,AGO,58.41087173,817.0131579,36.945,81.375,-1.318340632,,,,2020-3-17
229,AGO,56.8131324,817.0131579,36.96,78.03,-1.436396648,,,,2020-3-18
230,AGO,59.48072664,817.0131579,40.495,79.95,-1.551535507,,,,2020-3-19
231,AGO,56.84651596,817.0131579,35.0125,79.2575,-1.607398779,,,,2020-3-20
232,AGO,55.40197688,817.0131579,32.58,80.14,-1.636683666,,,,2020-3-21
233,AGO,56.72613522,817.0131579,33.87,79.575,-1.686115245,,,,2020-3-22
234,AGO,57.95714426,817.0131579,35.69,80.88,-1.718020561,-1.718305963,-1.718305963,-1.718305963,2020-3-23
235,AGO,58.32806265,817.0131579,38.155,79.8825,-1.621934062,-1.520459883,-1.540527576,-1.500568061,2020-3-24
236,AGO,56.35929639,817.0131579,32.78,80.01,-1.427190012,-1.338476743,-1.375557349,-1.302043233,2020-3-25
237,AGO,57.42442872,817.0131579,37.61,79.1,-1.251998181,-1.171084682,-1.222472509,-1.121036129,2020-3-26
238,AGO,58.36162791,817.0131579,38.66,79.515,-1.14343818,-1.017113813,-1.080416765,-0.956000993,2020-3-27
239,AGO,58.62504846,817.0131579,36.145,82.065,-0.994432646,-0.87548805,-0.94859552,-0.805528468,2020-3-28
240,AGO,59.64151066,817.0131579,41.01,80.25,-0.7582906,-0.745217584,-0.826271421,-0.668333557,2020-3-29
241,AGO,57.61498681,817.0131579,35.99,80.29,-0.51399349,-0.625391968,-0.712760242,-0.54324465,2020-3-30
242,AGO,59.62130601,817.0131579,41.15,80.27,-0.324650815,-0.515173753,-0.607427049,-0.429193521,2020-3-31
243,AGO,59.82900926,817.0131579,39.8025,81.4975,-0.157925352,-0.413792635,-0.509682654,-0.325206201,2020-4-1
244,AGO,60.59640979,817.0131579,43.465,80.82,0.01981294,-0.320540072,-0.418980318,-0.230394666,2020-4-2
245,AGO,60.7421028,817.0131579,42.535,81.52,0.172812638,-0.23476433,-0.33481269,-0.14394925,2020-4-3
246,AGO,60.49963342,817.0131579,41.85,81.63,0.183952059,-0.155865932,-0.256708973,-0.06513173,2020-4-4
247,AGO,60.21625193,817.0131579,42.8125,80.3475,0.080570027,-0.083293464,-0.18423229,0.006730975,2020-4-5
248,AGO,60.87672856,817.0131579,43.91,80.625,-0.076750812,-0.016539726,-0.116977236,0.072252554,2020-4-6
249,AGO,58.89650679,817.0131579,39.21,80.98,-0.255179139,0.044861819,-0.054567616,0.131992544,2020-4-7
250,AGO,58.64488203,817.0131579,37.6175,80.635,-0.388229412,0.101340298,0.003345662,0.18646111,2020-4-8
251,AGO,59.05708756,817.0131579,40.39,80.5,-0.403017058,0.153290436,0.057086541,0.236123399,2020-4-9
252,AGO,59.09084128,817.0131579,38.92,80.26,-0.303569266,0.201075306,0.106955623,0.281403515,2020-4-10
253,AGO,59.41211996,817.0131579,37.695,82.31,-0.09416042,0.245028871,0.153231855,0.322688137,2020-4-11
254,AGO,60.78907426,817.0131579,42.4,80.595,0.164399704,0.285458319,0.196174086,0.360329828,2020-4-12
255,AGO,60.31923391,817.0131579,40.485,82.835,0.471882875,0.322646207,0.236022516,0.394650035,2020-4-13
256,AGO,62.21237696,817.0131579,44.81,82.655,0.759876898,0.356852438,0.27300004,0.425941847,2020-4-14
257,AGO,60.46304802,817.0131579,41.6675,81.3975,0.882178419,0.388316074,0.307313494,0.454472486,2020-4-15
258,AGO,62.64935154,817.0131579,43.945,83.695,0.826913412,0.417257014,0.339154813,0.480485596,2020-4-16
259,AGO,63.92915033,817.0131579,46.01,85.605,0.728475923,0.443877521,0.368702104,0.504203324,2020-4-17
260,AGO,60.24910186,817.0131579,40.1,81.89,0.647846622,0.468363645,0.396120641,0.525828213,2020-4-18
261,AGO,58.20106303,817.0131579,37.98,80.69,0.56253815,0.490886515,0.421563791,0.545544933,2020-4-19
262,AGO,60.34717001,817.0131579,40.3,81.715,0.442800274,0.511603542,0.445173874,0.563521861,2020-4-20
263,AGO,61.94540541,817.0131579,43.985,83.34,0.395207078,0.530659516,0.467082952,0.579912514,2020-4-21
264,AGO,60.6552552,817.0131579,43.0925,81.7375,0.488102388,0.548187616,0.487413577,0.594856865,2020-4-22
265,AGO,60.73735894,817.0131579,42.79,81.79,0.580979151,0.564310344,0.506279469,0.608482534,2020-4-23
266,AGO,61.64333333,817.0131579,42.675,83.1,0.583273024,0.579140382,0.523786156,0.620905882,2020-4-24
267,AGO,62.10780392,817.0131579,44.2775,82.2275,0.526339498,0.592781374,0.540031561,0.632233,2020-4-25
268,AGO,59.50554622,817.0131579,39.2225,80.4925,0.476194143,0.605328656,0.555106557,0.642560619,2020-4-26
269,AGO,60.42961404,817.0131579,41.14,81.36,0.46708092,0.616869919,0.569095464,0.651976935,2020-4-27
270,AGO,61.01500532,817.0131579,44.4,81.83,0.467901809,0.627485825,0.582076531,0.660562361,2020-4-28
271,AGO,59.69271591,817.0131579,40.925,80.7525,0.459021764,0.637250567,0.594122369,0.668390213,2020-4-29
272,AGO,61.85097023,817.0131579,43.32,81.64,0.49164039,0.64623239,0.605300357,0.675527339,2020-4-30
273,AGO,61.62079767,817.0131579,43.0675,82.7975,0.534007242,0.654494066,0.615673019,0.68203469,2020-5-1
274,AGO,60.02234455,817.0131579,38.84,82.83,0.553711759,0.662093336,0.625298376,0.687967835,2020-5-2
275,AGO,61.69489573,817.0131579,43.715,82.775,0.533570665,0.66908331,0.634230269,0.693377443,2020-5-3
276,AGO,60.2932233,817.0131579,42.13,81.5125,0.456312001,0.675512841,0.642518657,0.69830971,2020-5-4
277,AGO,60.79904268,817.0131579,40.77,82.08,0.35456564,0.681426864,0.650209902,0.702806757,2020-5-5
278,AGO,61.03582022,817.0131579,42.1025,81.8375,0.293109389,0.686866711,0.657347028,0.706906986,2020-5-6
