,country,tweet_date,senti_bert_averageN,senti_bert,senti_bert_std_trend,senti_bert_quan25,senti_bert_quan75,senti_bert_std_trend_fitted_normal-ci,senti_bert_std_trend_fitted_normal,senti_bert_std_trend_fitted_normal+ci
36,AFG,2020-02-06,448.256578947368,71.01735408560309,-0.7741709931724564,62.14,88.25,,,
37,AFG,2020-02-07,448.256578947368,68.9221875,-0.699808592562417,54.86,88.0625,,,
38,AFG,2020-02-08,448.256578947368,70.31652173913041,-0.6013964792476856,61.79,87.48,,,
39,AFG,2020-02-09,448.256578947368,67.7120289855072,-0.5097477086812353,55.67,85.78,,,
40,AFG,2020-02-10,448.256578947368,72.4705263157895,-0.4394621923917125,64.35,89.2,,,
41,AFG,2020-02-11,448.256578947368,70.2080696202532,-0.4073572783934546,58.825,87.475,,,
42,AFG,2020-02-12,448.256578947368,72.1191388888889,-0.4808922441479407,60.745,87.6275,,,
43,AFG,2020-02-13,448.256578947368,71.555243902439,-0.6406584118475037,61.3325,89.7825,,,
44,AFG,2020-02-14,448.256578947368,69.63,-0.7532754079609312,58.16,87.78,,,
45,AFG,2020-02-15,448.256578947368,68.7518947368421,-0.7435118488358198,56.48,87.05,,,
46,AFG,2020-02-16,448.256578947368,63.9614411764706,-0.6559683268111052,46.4725,87.615,,,
47,AFG,2020-02-17,448.256578947368,72.1129220779221,-0.4902602695309975,62.2225,89.39,,,
48,AFG,2020-02-18,448.256578947368,72.7466526315789,-0.1922960484457359,61.285,90.275,,,
49,AFG,2020-02-19,448.256578947368,73.1792572944297,0.1990847262921616,63.93,90.52,,,
50,AFG,2020-02-20,448.256578947368,72.49214285714291,0.5335149138021754,61.5625,88.175,,,
51,AFG,2020-02-21,448.256578947368,73.2213223140496,0.6787032581850589,62.7675,90.66,,,
52,AFG,2020-02-22,448.256578947368,73.8057482185273,0.6800229473061935,63.45,89.56,,,
53,AFG,2020-02-23,448.256578947368,71.4262437810945,0.5921174381524089,59.9325,88.57,,,
54,AFG,2020-02-24,448.256578947368,73.883,0.4182290412711578,63.8875,89.705,,,
55,AFG,2020-02-25,448.256578947368,72.3428152492669,0.2064045439276754,62.16,90.98,,,
56,AFG,2020-02-26,448.256578947368,71.5062376237624,0.045809335707912,60.915,86.915,,,
57,AFG,2020-02-27,448.256578947368,70.1934674922601,-0.0561742674743913,55.555,90.785,,,
58,AFG,2020-02-28,448.256578947368,70.1578649237473,-0.1391090042108838,57.555,87.7,,,
59,AFG,2020-02-29,448.256578947368,71.4494457274827,-0.1901053079137338,58.66,89.02,,,
60,AFG,2020-03-01,448.256578947368,70.89609195402298,-0.1889934128859281,60.605,87.53,,,
61,AFG,2020-03-02,448.256578947368,71.69457337883959,-0.1745482162134177,61.93,88.55,,,
62,AFG,2020-03-03,448.256578947368,71.4380781758958,-0.2858886626691585,59.545,88.925,,,
63,AFG,2020-03-04,448.256578947368,70.412582278481,-0.4531954871214844,59.92,88.115,,,
64,AFG,2020-03-05,448.256578947368,72.77365030674851,-0.4776718722650624,62.15,89.4175,,,
65,AFG,2020-03-06,448.256578947368,67.06258333333331,-0.3905244452157776,53.775,82.8975,,,
66,AFG,2020-03-07,448.256578947368,66.9307957559682,-0.4026746959210499,54.22,85.36,,,
67,AFG,2020-03-08,448.256578947368,73.1227319587629,-0.5574081107447295,64.23,87.93,,,
68,AFG,2020-03-09,448.256578947368,74.7510320284698,-0.761635172230622,64.2525,90.2575,,,
69,AFG,2020-03-10,448.256578947368,68.54780793319419,-0.9115253405499512,59.66,85.14,,,
70,AFG,2020-03-11,448.256578947368,68.00808,-1.147154697525317,57.8525,82.7975,,,
71,AFG,2020-03-12,448.256578947368,65.7311447084233,-1.5089063284771316,54.515,82.575,,,
72,AFG,2020-03-13,448.256578947368,68.78100737100739,-1.7469946999362898,56.745,85.615,-1.74728814215087,-1.74728814215087,-1.74728814215087
73,AFG,2020-03-14,448.256578947368,67.11955684007711,-1.696997873053876,57.245,81.725,-1.3778301376055153,-1.4398421190361652,-1.5041172202326374
74,AFG,2020-03-15,448.256578947368,65.1082388663968,-1.428827837217704,52.665,81.8575,-1.0743566644075953,-1.1780891025017355,-1.289531104938018
75,AFG,2020-03-16,448.256578947368,69.12408695652171,-1.0453937325311935,56.9325,86.8,-0.8250830046092652,-0.9552381416379114,-1.1001696446367764
76,AFG,2020-03-17,448.256578947368,70.47622377622379,-0.6291621220604666,60.34,87.51,-0.6203291695723268,-0.7655075650223897,-0.9330676744175606
77,AFG,2020-03-18,448.256578947368,71.5812054794521,-0.2018597718229501,62.21,87.61,-0.452143999120496,-0.6039749803598748,-0.7856085852939187
78,AFG,2020-03-19,448.256578947368,73.2337857142857,0.1284391452245785,62.4,87.7475,-0.3139963959031577,-0.4664495673600079,-0.655483351362514
79,AFG,2020-03-20,448.256578947368,74.155395256917,0.2557076134531542,65.1625,89.3475,-0.2005217047432663,-0.34936335060504925,-0.540654373329799
80,AFG,2020-03-21,448.256578947368,73.03106951871659,0.1767933948862631,61.715,89.205,-0.1073133881749726,-0.24967863157786502,-0.43932357224175983
81,AFG,2020-03-22,448.256578947368,69.9611842105263,-0.0291604726526842,58.845,84.8775,-0.030751908353417068,-0.16480917825591518,-0.3499042338042236
82,AFG,2020-03-23,448.256578947368,70.40484018264841,-0.2909455045005173,57.0525,89.1175,0.03213582965407741,-0.09255312760483825,-0.2709961624108114
83,AFG,2020-03-24,448.256578947368,68.83431623931621,-0.5018373826236606,55.815,85.36,0.08379193140285501,-0.031035860186070463,-0.2013637558215215
84,AFG,2020-03-25,448.256578947368,70.2699054820416,-0.625069905812142,55.81,88.02,0.12622234681328157,0.021338635189366628,-0.13991665716868362
85,AFG,2020-03-26,448.256578947368,68.74713973799129,-0.6545056270214171,57.0575,85.225,0.16107476677824678,0.06592916856203102,-0.0856926813247646
86,AFG,2020-03-27,448.256578947368,72.19057971014492,-0.6406838322548751,62.74,87.545,0.18970260757746304,0.10389260195085537,-0.03784274828018602
87,AFG,2020-03-28,448.256578947368,70.24755230125521,-0.5074639035311207,59.17,85.6425,0.21321756779110418,0.13621386311682362,0.004382412393409696
88,AFG,2020-03-29,448.256578947368,71.7704094827586,-0.295383927710218,61.325,87.985,0.23253279864373158,0.1637314986441268,0.04164399418600917
89,AFG,2020-03-30,448.256578947368,66.6301141924959,-0.042802205713616,54.12,84.66,0.24839836420287997,0.18715942929092946,0.07452546711678701
90,AFG,2020-03-31,448.256578947368,73.3568351648352,0.201613950741778,64.93,88.45,0.2614303684503153,0.2071054720331123,0.10354171414879604
91,AFG,2020-04-01,448.256578947368,73.0846074380165,0.4517226866503245,62.995,88.7175,0.2721348803110504,0.22408710933906348,0.1291470936156779
92,AFG,2020-04-02,448.256578947368,73.34642241379309,0.6873973341639248,63.9675,87.9425,0.2809275857154526,0.23854491479543116,0.15174255390796718
93,AFG,2020-04-03,448.256578947368,73.938961038961,0.8647014323374285,66.295,87.31,0.2881499298386058,0.250853983399842,0.17168191182612558
94,AFG,2020-04-04,448.256578947368,74.3782037996546,0.9021456760234974,65.4,86.925,0.2940823763649196,0.2613336630694395,0.18927739291150536
95,AFG,2020-04-05,448.256578947368,74.40933579335791,0.8556171078188153,64.72,87.5775,0.29895529867206194,0.270255839840639,0.2048045205099327
96,AFG,2020-04-06,448.256578947368,72.716221719457,0.7259626968132077,64.1675,88.0825,0.3029579258691419,0.2778519917122915,0.21850643012456478
97,AFG,2020-04-07,448.256578947368,71.71938613861391,0.5330238868433524,63.57,86.12,0.3062456910886533,0.2843191941379898,0.23059767661542024
98,AFG,2020-04-08,448.256578947368,73.0976499189627,0.3607633378648887,64.17,87.14,0.3089462673867694,0.28982523297471174,0.2412675938615901
99,AFG,2020-04-09,448.256578947368,70.97409961685821,0.2555595270990883,60.9325,86.8725,0.3111645256427619,0.29451295753874035,0.25068325949426207
100,AFG,2020-04-10,448.256578947368,69.42402957486141,0.203625380945714,57.68,83.34,0.31298660698655206,0.29850398670505107,0.2589921111245878
101,AFG,2020-04-11,448.256578947368,73.7270833333333,0.1576974299247208,64.5325,88.5775,0.31448326789806647,0.30190186420164494,0.2663242550332683
102,AFG,2020-04-12,448.256578947368,73.0132793522267,0.1765701115785409,62.94,87.8625,0.31571262787789894,0.30479474496015146,0.2727945034730628
103,AFG,2020-04-13,448.256578947368,73.3559188034188,0.2411502759058436,63.09,88.07,0.31672242638896214,0.3072576822176973,0.2785041724858465
104,AFG,2020-04-14,448.256578947368,68.7694619666048,0.2779881494863259,56.98,85.605,0.3175518767124422,0.3093545747068778,0.28354266838579345
105,AFG,2020-04-15,448.256578947368,73.427332155477,0.2217302175976971,65.3325,87.6325,0.3182331887084332,0.31113982445195787,0.28798888775103904
106,AFG,2020-04-16,448.256578947368,71.2651241134752,0.1251138958501165,61.86,87.175,0.3187928196142765,0.3126597481813589,0.2919124528459503
107,AFG,2020-04-17,448.256578947368,70.9583716075157,0.0813759320711206,59.635,87.235,0.31925250145257955,0.3139537789742846,0.29537480181917863
108,AFG,2020-04-18,448.256578947368,73.3372154471545,0.0803290228990288,64.1625,88.26,0.31963008494602013,0.315055489317145,0.2984301507486415
109,AFG,2020-04-19,448.256578947368,70.3395192307692,0.0287937822564228,59.3,86.565,0.3199402327104937,0.3159934621120745,0.30112634259786053
110,AFG,2020-04-20,448.256578947368,72.31157264957271,0.0604283533544016,61.17,87.8,0.3201949886452181,0.3167920322350923,0.3035055963772556
111,AFG,2020-04-21,448.256578947368,72.5829215116279,0.2093650952352188,61.24,88.5125,0.32040424563079556,0.3174719178829746,0.30560516824132944
112,AFG,2020-04-22,448.256578947368,68.1572423025435,0.4088364974821595,56.97,83.605,0.32057612969724647,0.31805075808857797,0.3074579348737025
113,AFG,2020-04-23,448.256578947368,73.8791258741259,0.5845567408838863,65.5025,89.0475,0.3207173155803279,0.3185435703499731,0.309092908295081
114,AFG,2020-04-24,448.256578947368,74.1209983361065,0.7062862667757692,65.3,89.62,0.32083328592006377,0.31896314024617306,0.31053569015541194
115,AFG,2020-04-25,448.256578947368,74.57872759856629,0.8481041110781545,64.0075,89.41,0.3209285441668864,0.31932035314769236,0.31180887262387363
116,AFG,2020-04-26,448.256578947368,74.4428311688312,0.9618043300284366,65.93,88.29,0.32100678946312666,0.31962447662787413,0.3129323921541416
117,AFG,2020-04-27,448.256578947368,72.3077248677249,0.921160038807642,60.685,89.045,0.32107106029098614,0.3198834009018981,0.3139238416644532
118,AFG,2020-04-28,448.256578947368,74.5856896551724,0.7739240495918751,64.0525,89.035,0.32112385246524106,0.320103843531447,0.31479874602082214
119,AFG,2020-04-29,448.256578947368,72.1469328493648,0.6203743204276693,61.81,88.32,0.3211672160526629,0.32029152370591357,0.3155708051371283
120,AFG,2020-04-30,448.256578947368,72.0357804459691,0.4756319359678155,62.115,88.26,0.32120283498180596,0.32045131062171955,0.316252108498727
121,AFG,2020-05-01,448.256578947368,71.09642857142859,0.321045389523386,61.0625,88.605,0.32123209243463047,0.3205873498093182,0.31685332446875064
122,AFG,2020-05-02,448.256578947368,72.50916452442159,0.1932129067530502,62.7675,88.36,0.3212561245593005,0.3207031706853214,0.31738386734140484
123,AFG,2020-05-03,448.256578947368,72.8184165232358,0.2014873271665104,62.41,87.25,0.3212758645899731,0.3208017781200976,0.31785204475810436
124,AFG,2020-05-04,448.256578947368,71.3575390625,0.2913252410807764,63.04,87.1825,0.3212920790868727,0.32088573039648066,0.31826518779480345
125,AFG,2020-05-05,448.256578947368,71.4692057026477,0.3910712697718942,61.585,87.775,0.3213053977039543,0.320957205582159,0.31862976575752583
126,AFG,2020-05-06,448.256578947368,73.8945155393053,0.4576495214377917,64.02,88.04,0.32131633764011547,0.321018058037719,0.31895148748364954
127,AFG,2020-05-07,448.256578947368,70.8711456628478,0.528325373308574,60.56,86.93,0.32132532372346606,0.32106986652639274,0.31923539073519863
128,AFG,2020-05-08,448.256578947368,72.785966029724,0.5924237661942042,61.925,88.725,0.32133270490858395,0.32111397517367685,0.31948592108392965
129,AFG,2020-05-09,448.256578947368,73.3823908045977,0.4787122209376005,64.785,89.045,0.3213387678273907,0.321151528339481,0.31970700152345555
130,AFG,2020-05-10,448.256578947368,73.2502846975089,0.1893323769353624,62.18,89.8225,0.321343747919865,0.321183500307536,0.31990209389844537
131,AFG,2020-05-11,448.256578947368,75.4126232394366,-0.0694248782984856,67.6825,89.015,0.3213478385768312,0.32121072056232464,0.32007425311280546
132,AFG,2020-05-12,448.256578947368,68.5211995863495,-0.2373844456681415,54.615,86.875,0.3213511986498623,0.3212338953093244,0.32022617496567457
133,AFG,2020-05-13,448.256578947368,65.82014354066979,-0.3574208003036921,48.4,86.1625,0.3213539586199276,0.32125362579688493,0.3203602383642848
134,AFG,2020-05-14,448.256578947368,69.2529395604396,-0.4720544700000985,57.6025,87.2225,0.3213562256643314,0.3212704239150858,0.32047854257468966
135,AFG,2020-05-15,448.256578947368,71.62221428571429,-0.5031569822530177,61.6775,87.9,0.3213580878187053,0.3212847254762725,0.3205829400936591
136,AFG,2020-05-16,448.256578947368,72.863670694864,-0.3081723337226108,63.0125,87.7575,0.3213596173956762,0.32129690152182305,0.3206750656564745
137,AFG,2020-05-17,448.256578947368,72.3245212121212,-0.0354717329439219,62.07,87.05,0.32136087379296674,0.32130726794848885,0.32075636183484957
138,AFG,2020-05-18,448.256578947368,69.735570934256,0.1164809708060726,57.7125,87.0575,0.3213619057999737,0.3213160937040571,0.3208281016258089
139,AFG,2020-05-19,448.256578947368,73.0413588850174,0.1286343327206469,62.5125,89.845,0.3213627534923959,0.32132360776496377,0.3208914083852379
140,AFG,2020-05-20,448.256578947368,71.43611510791371,0.1965018180775737,61.3125,85.85,0.3213634497884848,0.3213300050768848,0.32094727341823853
141,AFG,2020-05-21,448.256578947368,71.3708121019108,0.3833791897556298,59.3725,86.145,0.3213640217273516,0.32133545161242977,0.32099657150173405
142,AFG,2020-05-22,448.256578947368,69.74518578352179,0.5694623797914161,60.375,85.93,0.3213644915189714,0.32134008867715447,0.32104007458238754
143,AFG,2020-05-23,448.256578947368,75.502176,0.6758266921141902,65.83,90.38,0.3213648774066576,0.3213440365756092,0.32107846386432604
144,AFG,2020-05-24,448.256578947368,76.2848020434227,0.8204100719581066,67.67,91.18,0.321365194375501,0.3213473977325337,0.3211123404759503
145,AFG,2020-05-25,448.256578947368,73.5111574952562,1.0535095721632357,64.125,88.0,0.3213654547342823,0.32135025935017675,0.32114223488285737
146,AFG,2020-05-26,448.256578947368,72.64064646464651,1.29214938859949,62.25,89.135,,,
147,AFG,2020-05-27,448.256578947368,73.03964285714291,1.251905591662817,61.83,87.645,,,
148,AFG,2020-05-28,448.256578947368,72.2227027027027,1.1473594221946548,63.1,86.6225,,,
149,AFG,2020-05-29,448.256578947368,79.795406504065,1.0412412198844234,71.6525,94.0225,,,
150,AFG,2020-05-30,448.256578947368,74.1962229102167,0.93273830568393,65.785,86.7625,,,
151,AFG,2020-05-31,448.256578947368,72.14614141414141,0.8086121147878487,63.04,88.44,,,
152,AGO,2020-01-01,817.013157894737,62.935690821256,0.6169427054306691,52.69,79.285,,,
153,AGO,2020-01-02,817.013157894737,58.4239247311828,0.4017695897177956,34.11,82.6875,,,
154,AGO,2020-01-03,817.013157894737,58.8730139720559,0.1925379112295862,40.6525,80.155,,,
155,AGO,2020-01-04,817.013157894737,57.053325,-0.0169725510841015,34.27,81.7975,,,
156,AGO,2020-01-05,817.013157894737,62.7346376811594,-0.2258585058031517,54.6,76.495,,,
157,AGO,2020-01-06,817.013157894737,58.544213075060505,-0.3907751915814652,39.9175,79.59,,,
158,AGO,2020-01-07,817.013157894737,61.8115683962264,-0.4798979708943528,43.81,82.01,,,
159,AGO,2020-01-08,817.013157894737,58.1555510752688,-0.5376765009071919,35.9575,80.95,,,
160,AGO,2020-01-09,817.013157894737,57.55028822055139,-0.5496409012083819,35.8725,79.8975,,,
161,AGO,2020-01-10,817.013157894737,58.938854679803,-0.4827315872741776,38.19,81.165,,,
162,AGO,2020-01-11,817.013157894737,58.0726913265306,-0.425553779705708,38.015,81.3125,,,
163,AGO,2020-01-12,817.013157894737,60.1683111702128,-0.3180438886840001,39.9575,82.82,,,
164,AGO,2020-01-13,817.013157894737,61.4749647058823,-0.1722841941357495,42.0925,83.24,,,
165,AGO,2020-01-14,817.013157894737,58.866915995396994,0.0048166579468169,36.93,79.81,,,
166,AGO,2020-01-15,817.013157894737,60.4109486166008,0.1567554115194143,42.285,81.78,,,
167,AGO,2020-01-16,817.013157894737,60.032976022567,0.2211534099715934,40.14,82.23,,,
168,AGO,2020-01-17,817.013157894737,61.3087777777778,0.2396204775129142,43.3625,82.67,,,
169,AGO,2020-01-18,817.013157894737,61.58402108433739,0.2149584864448826,43.4475,83.57,,,
170,AGO,2020-01-19,817.013157894737,58.95311859443629,0.1073520209258152,39.99,82.05,,,
171,AGO,2020-01-20,817.013157894737,60.2627815468114,-0.0034659391111335,40.04,81.04,,,
172,AGO,2020-01-21,817.013157894737,59.3138154269972,-0.0578603572442159,40.0175,80.1925,,,
173,AGO,2020-01-22,817.013157894737,58.8675574712644,-0.0996545442409157,39.9325,81.355,,,
174,AGO,2020-01-23,817.013157894737,60.4046577181208,-0.1857381967135199,40.62,81.48,,,
175,AGO,2020-01-24,817.013157894737,61.207167553191496,-0.2704569762842447,42.43,82.1225,,,
176,AGO,2020-01-25,817.013157894737,60.8574608695652,-0.2057944612695189,39.645,82.74,,,
177,AGO,2020-01-26,817.013157894737,56.9765279770445,-0.0871870465416967,35.1,79.87,,,
178,AGO,2020-01-27,817.013157894737,56.776135986733,-0.0302482825403169,33.44,80.065,,,
179,AGO,2020-01-28,817.013157894737,63.4741854304636,0.031249533553156,50.305,79.925,,,
180,AGO,2020-01-29,817.013157894737,61.14132901134521,0.2465606807152305,42.84,82.92,,,
181,AGO,2020-01-30,817.013157894737,59.9399301919721,0.5647319237896273,39.75,80.88,,,
182,AGO,2020-01-31,817.013157894737,60.145140495867786,0.76894369246821,41.98,81.1,,,
183,AGO,2020-02-01,817.013157894737,63.3367244701349,0.7698010750326896,47.045,84.255,,,
184,AGO,2020-02-02,817.013157894737,62.5957865168539,0.662730747883439,44.3125,83.5025,,,
185,AGO,2020-02-03,817.013157894737,59.95481099656361,0.4923916773946529,39.545,82.1775,,,
186,AGO,2020-02-04,817.013157894737,61.5377777777778,0.2370694083298073,41.915,81.895,,,
187,AGO,2020-02-05,817.013157894737,58.4352551020408,-0.1086898913810654,37.0725,82.54,,,
188,AGO,2020-02-06,817.013157894737,57.75138554216871,-0.4269572721382013,33.9675,82.4175,,,
189,AGO,2020-02-07,817.013157894737,59.8577471636953,-0.6318509987543879,40.87,82.67,,,
190,AGO,2020-02-08,817.013157894737,59.2736805555556,-0.6793233082621667,38.0875,81.6575,,,
191,AGO,2020-02-09,817.013157894737,59.7265583456425,-0.543902726407717,40.7,80.81,,,
192,AGO,2020-02-10,817.013157894737,57.4161295180723,-0.3032338958873937,36.1925,79.6275,,,
193,AGO,2020-02-11,817.013157894737,58.616028708134,-0.0374140694923647,34.995,80.615,,,
194,AGO,2020-02-12,817.013157894737,60.99747855917671,0.180487840377009,40.145,82.155,,,
195,AGO,2020-02-13,817.013157894737,61.2226592797784,0.256330186520577,43.41,82.63,,,
196,AGO,2020-02-14,817.013157894737,62.7499152542373,0.1981269812564711,47.685,83.6475,,,
197,AGO,2020-02-15,817.013157894737,61.727755511022,0.0393197858326698,42.665,84.225,,,
198,AGO,2020-02-16,817.013157894737,58.4875712656785,-0.1628036953667732,40.07,80.49,,,
199,AGO,2020-02-17,817.013157894737,57.628304297328704,-0.3346835896839473,36.58,80.28,,,
200,AGO,2020-02-18,817.013157894737,57.5884025559105,-0.4618779290352999,35.805,79.475,,,
201,AGO,2020-02-19,817.013157894737,58.9181818181818,-0.4872713867550371,37.96,80.2125,,,
202,AGO,2020-02-20,817.013157894737,60.8448279816514,-0.3418959237086684,38.36,82.285,,,
203,AGO,2020-02-21,817.013157894737,60.34211221122112,-0.1204425760277742,40.0875,81.5675,,,
204,AGO,2020-02-22,817.013157894737,59.0711239669422,0.0103520013787555,37.16,82.51,,,
205,AGO,2020-02-23,817.013157894737,61.1066770670827,0.0108654994320138,43.66,81.58,,,
206,AGO,2020-02-24,817.013157894737,61.8790514469453,-0.0232585062786068,43.0425,82.47,,,
207,AGO,2020-02-25,817.013157894737,58.590133555926506,-0.0420635389048318,36.47,81.795,,,
208,AGO,2020-02-26,817.013157894737,58.02324242424241,-0.1265938484688393,35.805,80.555,,,
209,AGO,2020-02-27,817.013157894737,60.0052287581699,-0.3083345663966232,40.0,82.35,,,
210,AGO,2020-02-28,817.013157894737,60.035788079470215,-0.440570109771232,41.425,81.35,,,
211,AGO,2020-02-29,817.013157894737,59.23945091514141,-0.4398255901260932,38.04,81.84,,,
212,AGO,2020-03-01,817.013157894737,58.7097727272727,-0.403234475696894,39.91,79.835,,,
213,AGO,2020-03-02,817.013157894737,59.9907009345794,-0.4003706212853467,37.8075,83.4875,,,
214,AGO,2020-03-03,817.013157894737,59.724693520140114,-0.3689031681313938,37.92,81.655,,,
215,AGO,2020-03-04,817.013157894737,58.5839316239316,-0.2388267670023093,35.36,82.47,,,
216,AGO,2020-03-05,817.013157894737,59.3930978934325,-0.0543800546467499,37.565,82.22,,,
217,AGO,2020-03-06,817.013157894737,59.6033456334563,0.0641251603516574,40.44,81.13,,,
218,AGO,2020-03-07,817.013157894737,60.7233333333333,0.1212390572908557,41.82,82.165,,,
219,AGO,2020-03-08,817.013157894737,62.2722508591065,0.1657833320925958,44.575,83.45,,,
220,AGO,2020-03-09,817.013157894737,60.367311475409785,0.1425841134203362,40.465,83.735,,,
221,AGO,2020-03-10,817.013157894737,59.7780248618785,-0.0070753668619784,40.5525,80.655,,,
222,AGO,2020-03-11,817.013157894737,59.5492367399741,-0.2608464006977674,39.87,81.18,,,
223,AGO,2020-03-12,817.013157894737,59.191362962963,-0.5397991208343351,38.76,81.395,,,
224,AGO,2020-03-13,817.013157894737,58.369529042386205,-0.7858248169917286,37.34,80.76,,,
225,AGO,2020-03-14,817.013157894737,57.9113017751479,-0.9995118759749932,35.92,80.235,,,
226,AGO,2020-03-15,817.013157894737,58.062415654520905,-1.1643326496552169,36.33,82.72,,,
227,AGO,2020-03-16,817.013157894737,57.4526854754441,-1.2431883941151132,35.41,79.65,,,
228,AGO,2020-03-17,817.013157894737,58.410871731008704,-1.318340632290638,36.945,81.375,,,
229,AGO,2020-03-18,817.013157894737,56.81313240043061,-1.4363966475107162,36.96,78.03,,,
230,AGO,2020-03-19,817.013157894737,59.4807266435986,-1.5515355073313903,40.495,79.95,,,
231,AGO,2020-03-20,817.013157894737,56.8465159574468,-1.6073987794496514,35.0125,79.2575,,,
232,AGO,2020-03-21,817.013157894737,55.4019768786127,-1.6366836664043,32.58,80.14,,,
233,AGO,2020-03-22,817.013157894737,56.7261352169526,-1.686115244981899,33.87,79.575,,,
234,AGO,2020-03-23,817.013157894737,57.9571442590775,-1.71802056052465,35.69,80.88,-1.7183059628016768,-1.7183059628016768,-1.7183059628016768
235,AGO,2020-03-24,817.013157894737,58.328062645011606,-1.6219340620519,38.155,79.8825,-1.5005680611932897,-1.520459882559256,-1.5405275760869281
236,AGO,2020-03-25,817.013157894737,56.3592963940194,-1.4271900115547254,32.78,80.01,-1.3020432338272825,-1.3384767428180908,-1.3755573485446926
237,AGO,2020-03-26,817.013157894737,57.424428715874605,-1.2519981811688754,37.61,79.1,-1.1210361294620181,-1.1710846817296279,-1.2224725080404042
238,AGO,2020-03-27,817.013157894737,58.3616279069767,-1.1434381803143812,38.66,79.515,-0.9560009937291278,-1.0171138130255442,-1.080416764156414
239,AGO,2020-03-28,817.013157894737,58.6250484581498,-0.9944326463386612,36.145,82.065,-0.8055284687866187,-0.8754880498003603,-0.9485955184735764
240,AGO,2020-03-29,817.013157894737,59.6415106580167,-0.7582905997971217,41.01,80.25,-0.6683335577634284,-0.7452175838483566,-0.8262714199312056
