,country,model,mType,mMinDate,mRecoveryTime,u,v,gama,a,b,sse,r-squared,sd_position_half,sd_position_525,sd_position_final,mPercent
41,BIH,normal+ci,1,2020-3-21,10.002719495089632,0.28140284241313684,-2.4355719150183215,0.06810829792874185,,,7.712689081150752,0.8270311387754993,-2.4724184143302055,-0.38364783122950213,-0.33312322151191853,
42,BLR,normal-ci,1,2020-3-17,18.75919532128301,1.0829138701739058,-2.735803225497418,0.031023855778339743,,,5.579778406518337,1.1778791740831147,-0.9287192729944203,1.196422104151118,1.7627541681880645,
43,BLR,normal,1,2020-3-17,20.68840992733365,1.0829138701739058,-2.735803225497418,0.026130199511436688,,,4.137936947842353,1.0474538436118925,-1.0424577393927998,0.968945171354359,1.7627541681880645,
44,BLR,normal+ci,1,2020-3-17,22.85293371145724,1.0829138701739058,-2.735803225497418,0.021236543244533633,,,6.28514063586444,0.9916503170454816,-1.201881200726629,0.6500982486867002,1.7627541681880645,
45,BOL,normal-ci,1,2020-3-14,9.669674159677125,0.3391491714552404,-3.360540569378048,0.07106432839314544,,,18.054191505724923,0.8552485859324579,-2.4780686912746237,-0.41473184848378813,-0.3898382781736955,
46,BOL,normal,1,2020-3-14,11.08162823558908,0.3391491714552404,-3.360540569378048,0.06147648452169832,,,17.186158410378514,0.8880083402572205,-2.4904453153324364,-0.4394850965994132,-0.3898382781736955,
47,BOL,normal+ci,1,2020-3-14,12.904123106946152,0.3391491714552404,-3.360540569378048,0.05188864065025119,,,18.578492809276526,0.9413921006082361,-2.5151287978408683,-0.48885206161627676,-0.3898382781736955,
48,BRA,normal-ci,1,2020-3-15,12.338737040886716,2.301439063301861,-6.079409918858456,0.054502937424931314,,,69.41347438210825,1.0923443517559563,-0.14860207016708296,2.5930322308585296,2.709875480856744,
49,BRA,normal,1,2020-3-15,14.349177270467013,2.301439063301861,-6.079409918858456,0.04562722437785752,,,64.40193419438494,1.101834604685061,-0.19989277300703243,2.490450825178631,2.709875480856744,
50,BRA,normal+ci,1,2020-3-15,16.928463763707818,2.301439063301861,-6.079409918858456,0.03675151133078372,,,73.5042635397505,1.1610806983145632,-0.2962136542758808,2.2978090626409338,2.709875480856744,
51,BRB,normal-ci,3,2020-3-31,27.500000000000007,,,,0.006553706561038822,-0.5987378246694844,4.9135408353555645,0.14327738129202514,-2.661284445060641,-2.1458061434090485,,
52,BRB,normal,3,2020-3-31,27.499999999999993,,,,0.004869000746718951,-0.5987378246694844,4.751818279198754,0.07002660564546125,-2.793794084279294,-2.4108254218463534,,
53,BRB,normal+ci,3,2020-3-31,27.5,,,,0.0031842949323990797,-0.5987378246694844,4.913540833306274,0.061573484400420056,-2.926303723497946,-2.6758447002836587,,
54,BRN,normal-ci,1,2020-3-13,3.5580509993469143,0.3765153253713099,-1.504164996579795,0.19481073041368724,,,10.751587263582515,0.3269017262106671,-0.36807784545008587,1.0142214771714688,1.01422331985578,
55,BRN,normal,1,2020-3-13,4.5879683204899475,0.3765153253713099,-1.504164996579795,0.15107579224289627,,,10.538632509765023,0.37991900975740694,-0.3680993614511592,1.0141784451693223,1.01422331985578,
56,BRN,normal+ci,1,2020-3-13,6.4537586483842695,0.3765153253713099,-1.504164996579795,0.10734085407210531,,,11.034884239927752,0.4768551360140528,-0.36862333823660903,1.0131304915984225,1.01422331985578,
57,BWA,normal-ci,1,2020-3-25,10.982938497809396,1.3692497444581193,-3.117281986005185,0.0609231051456293,,,5.844383588433308,1.0639186421662996,0.11004183254506737,2.943530652677122,3.0848081569375414,
58,BWA,normal,1,2020-3-25,12.07912696100027,1.3692497444581193,-3.117281986005185,0.05444745023459131,,,5.35004021823602,1.0648100474985303,0.07582397019688396,2.8750949279807556,3.0848081569375414,
59,BWA,normal+ci,1,2020-3-25,13.360726524004505,1.3692497444581193,-3.117281986005185,0.04797179532355333,,,6.050117230721164,1.080370162977784,0.02503075694894294,2.7735085014848737,3.0848081569375414,
60,CAN,normal-ci,1,2020-3-15,5.416213234472293,0.5107001528949943,-2.9158047005354106,0.1279554154907599,,,5.322337567568532,0.9660788870968354,-1.2615613180104646,0.6482544788891733,0.6486875679600602,
61,CAN,normal,1,2020-3-15,5.952466520678643,0.5107001528949943,-2.9158047005354106,0.11640380630151066,,,5.205843858153139,1.0214625611051305,-1.2618365185712612,0.6477040777675799,0.6486875679600602,
62,CAN,normal+ci,1,2020-3-15,6.605132993160721,0.5107001528949943,-2.9158047005354106,0.10485219711226144,,,5.36757263761282,1.0892651175169155,-1.2624614640402252,0.6464541868296517,0.6486875679600602,
63,CHE,normal-ci,1,2020-3-15,8.174021704920097,0.10909111218381583,-2.9509268529898494,0.08449567720102183,,,5.556388689483558,0.8559752986620475,-3.9138408002044858,-1.4508270942674402,-1.4385764454849133,
64,CHE,normal,1,2020-3-15,8.937398038988125,0.10909111218381583,-2.9509268529898494,0.077087103015815,,,5.336362600368033,0.8861651547573374,-3.918080535289102,-1.4593065644366738,-1.4385764454849133,
65,CHE,normal+ci,1,2020-3-15,9.846201673917843,0.10909111218381583,-2.9509268529898494,0.06967852883060818,,,5.629713644962323,0.9240105317787578,-3.9252548665582694,-1.4736552269750063,-1.4385764454849133,
66,CHL,normal-ci,1,2020-3-18,6.671582369754139,0.4510104726754742,-4.664444073790962,0.10376630116389932,,,14.824384377476353,0.722277505468952,-3.4332717542722726,-0.3667609822786,-0.3614689791487925,
67,CHL,normal,1,2020-3-18,7.344961503401565,0.4510104726754742,-4.664444073790962,0.09414481802861224,,,14.230860590102125,0.7531072670745216,-3.435715919050025,-0.37164931183410493,-0.3614689791487925,
68,CHL,normal+ci,1,2020-3-18,8.162974039515106,0.4510104726754742,-4.664444073790962,0.08452333489332517,,,15.0282339754086,0.7915313552199035,-3.4404178079123144,-0.3810530895586839,-0.3614689791487925,
69,CHN,normal-ci,1,2020-1-29,13.53515676553019,0.8104501775469372,-3.7979162188189317,0.05102232799209738,,,14.839007736383396,0.7521084939411341,-0.46137146748023145,1.0695252948457756,1.0773689290170372,
70,CHN,normal,1,2020-1-29,14.657496163822898,0.8104501775469372,-3.7979162188189317,0.04701144798660303,,,14.269982007835448,0.775435686445788,-0.46371997452843805,1.0648282807493628,1.0773689290170372,
71,CHN,normal+ci,1,2020-1-29,15.968081629655806,0.8104501775469372,-3.7979162188189317,0.043000567981108684,,,14.993367862667789,0.8039680221883998,-0.4674748412397925,1.0573185473266538,1.0773689290170372,
72,CIV,normal-ci,1,2020-3-15,27.504581212997437,4.383059695766698,-5.692554379873067,0.013139124910480695,,,23.380245828802995,1.5762301362398032,0.8336073734020034,3.437854780238769,6.816015788033778,
73,CIV,normal,1,2020-3-15,29.73994153738022,4.383059695766698,-5.692554379873067,0.00930562201822388,,,4.9579214478143045,0.8158515448135809,0.3052265269142486,2.3810930872632587,6.816015788033778,
74,CIV,normal+ci,1,2020-3-15,32.0733521310659,4.383059695766698,-5.692554379873067,0.005472119125967066,,,31.91169196839173,0.7101177803682409,-0.38844325535300334,0.993753522728755,6.816015788033778,
75,CMR,normal-ci,1,2020-3-20,19.104346749186256,2.1334466480535994,-4.076242615125247,0.029144966040324963,,,16.058628007695035,1.1571536760429855,-0.4603510115110503,2.8722341390298314,4.012488288517943,
76,CMR,normal,1,2020-3-20,21.40161681362926,2.1334466480535994,-4.076242615125247,0.02328624278172188,,,10.70194071066578,0.9395097283627984,-0.729496070881699,2.3339440202885338,4.012488288517943,
77,CMR,normal+ci,1,2020-3-20,23.991859976168854,2.1334466480535994,-4.076242615125247,0.017427519523118797,,,19.320378982316974,0.8683902936781572,-1.1256988796429535,1.5415384027660246,4.012488288517943,
78,COD,normal-ci,1,2020-3-21,15.90214576499865,1.3849085390395848,-2.7007115513344964,0.03870107071988201,,,15.736901836761545,0.839766732650154,0.05158449623605084,1.7991898306348184,2.1064974411272486,
79,COD,normal,1,2020-3-21,18.90469652250399,1.3849085390395848,-2.7007115513344964,0.029341671288091467,,,12.350838611117068,0.6761375758657096,-0.07708786378922385,1.541845110584269,2.1064974411272486,
80,COD,normal+ci,1,2020-3-21,22.61463709335991,1.3849085390395848,-2.7007115513344964,0.019982271856300922,,,19.125946316321485,0.6446207438079621,-0.3135126885708617,1.0689954610209933,2.1064974411272486,
81,COL,normal-ci,1,2020-3-15,12.151563936163946,0.7169119158230383,-5.419646198160384,0.05545214699029931,,,7.034982231340077,0.9083909044448855,-2.8850228077801714,-0.42964438337331096,-0.33195642585293383,
82,COL,normal,1,2020-3-15,12.834663423884944,0.7169119158230383,-5.419646198160384,0.052101496946204945,,,6.525225293053104,0.9114698574804742,-2.8981411989549293,-0.4558811657228253,-0.33195642585293383,
83,COL,normal+ci,1,2020-3-15,13.58419722864576,0.7169119158230383,-5.419646198160384,0.04875084690211058,,,7.140290361651824,0.9175511516238668,-2.9147828941557337,-0.4891645561244344,-0.33195642585293383,
84,CRI,normal-ci,1,2020-3-12,24.76679683795924,2.3131640464810284,-3.964624869151928,0.01932352854565246,,,39.31528583204891,1.8877847345350924,-0.7089106541461869,1.0838780026716544,2.2119667842417914,
85,CRI,normal,1,2020-3-12,29.159672303570588,2.3131640464810284,-3.964624869151928,0.011812018970356665,,,14.984650504230792,0.8652224279795546,-1.128235492332737,0.24522832629855446,2.2119667842417914,
86,CRI,normal+ci,1,2020-3-12,34.06863991370422,2.3131640464810284,-3.964624869151928,0.0043005093950608695,,,66.83986874639862,1.4033601173675976,-1.8592970001729667,-1.2168946893819055,2.2119667842417914,
87,CUB,normal-ci,1,2020-3-20,22.142852226978817,2.253560675206374,-4.104896388239315,0.021541769722524702,,,14.24136352065249,1.2182160065377825,-1.6512365652449068,1.9809981478758019,4.291289822907059,
88,CUB,normal,1,2020-3-20,24.48992245726884,2.253560675206374,-4.104896388239315,0.016368181623834455,,,6.539112908185362,0.824674306797557,-2.121376104380502,1.0407190696046114,4.291289822907059,
89,CUB,normal+ci,1,2020-3-20,27.038341915452122,2.253560675206374,-4.104896388239315,0.011194593525144209,,,18.60137587630498,0.7117724646332393,-2.78286047555393,-0.2822496727422451,4.291289822907059,
90,CYP,normal-ci,1,2020-3-12,9.943413885957728,0.9580146265821482,-3.1686253498326256,0.06910628431260483,,,14.734002771315927,0.8087633319665117,-0.5966875098428954,2.0502244526628566,2.0822476972249135,
91,CYP,normal,1,2020-3-12,11.307139005486892,0.9580146265821482,-3.1686253498326256,0.060286216548433844,,,14.050477787688985,0.8359767358003148,-0.611429266293174,2.0207409397623,2.0822476972249135,
92,CYP,normal+ci,1,2020-3-12,13.041738917842302,0.9580146265821482,-3.1686253498326256,0.05146614878426285,,,15.11883565219435,0.8794151474122931,-0.6397436251584383,1.964112222031771,2.0822476972249135,
93,CZE,normal-ci,1,2020-3-13,2.9457737753454136,-0.22150737958282737,-1.940066464198947,0.23530223253389237,,,18.472138281842422,0.30956565618762794,-3.6129210391361544,-1.782738301639291,-1.782738174692771,
94,CZE,normal,1,2020-3-13,3.8650568339278655,-0.22150737958282737,-1.940066464198947,0.17933633262420165,,,18.122818004859873,0.3661287454375752,-3.61292475056379,-1.782745724494562,-1.782738174692771,
95,CZE,normal+ci,1,2020-3-13,5.61742798800058,-0.22150737958282737,-1.940066464198947,0.12337043271451092,,,19.163854569399323,0.47502505113280985,-3.6131454777093848,-1.7831871787857514,-1.782738174692771,
96,DEU,normal-ci,1,2020-3-14,10.85354398460763,0.96027331318145,-4.847978274100659,0.0628725780691308,,,12.37086678855192,0.9755833832542946,-4.333146472937129,0.21651828867425785,0.3160030270402188,
97,DEU,normal,1,2020-3-14,11.755873811741878,0.96027331318145,-4.847978274100659,0.05763045012127952,,,11.686332624870598,0.992279302061156,-4.355955141335291,0.17090095187793175,0.3160030270402188,
98,DEU,normal+ci,1,2020-3-14,12.796762292479382,0.96027331318145,-4.847978274100659,0.05238832217342824,,,12.589980035181602,1.016135080967524,-4.389222405949161,0.10436642265019408,0.3160030270402188,
99,DNK,normal-ci,1,2020-3-13,6.582979850606627,0.015497436330214767,-2.397472315005917,0.10522376553560783,,,3.1338723995928417,0.9434504139311518,-2.9448094937405114,-0.9408533966551664,-0.9390034583020983,
100,DNK,normal,1,2020-3-13,7.158730147173728,0.015497436330214767,-2.397472315005917,0.096705466871385,,,3.0374098011575246,0.9866658551296922,-2.945607135175957,-0.9424486795260584,-0.9390034583020983,
101,DNK,normal+ci,1,2020-3-13,7.841824747092195,0.015497436330214767,-2.397472315005917,0.08818716820716216,,,3.1650058107521364,1.0385429665560553,-2.9470926177586336,-0.9454196446914117,-0.9390034583020983,
102,DOM,normal-ci,1,2020-3-20,15.658223996257934,0.4130382387772555,-2.2221019459791895,0.03981205679993241,,,5.058120404206517,1.0156949080395434,-2.5156014425571662,-0.6193023348252943,-0.3239390841847184,
103,DOM,normal,1,2020-3-20,17.62494375142513,0.4130382387772555,-2.2221019459791895,0.033384524584353134,,,4.184519858446128,0.9322713932316075,-2.59363544045818,-0.7753703306273212,-0.3239390841847184,
104,DOM,normal+ci,1,2020-3-20,19.927558568796904,0.4130382387772555,-2.2221019459791895,0.026956992368773854,,,5.5822427410526325,0.9025128756750205,-2.712902088766507,-1.0139036272439763,-0.3239390841847184,
105,DZA,normal-ci,1,2020-3-20,7.880355653667468,1.0749654081299247,-3.2627211728575922,0.08756730501650876,,,11.900664103285976,0.7741313386074495,-0.5104969261482994,2.8702687775705154,2.8912296561620296,
106,DZA,normal,1,2020-3-20,8.900847822399303,1.0749654081299247,-3.2627211728575922,0.07718756716583666,,,11.364664825054511,0.8059698777466747,-0.5208085907369867,2.8496454483931406,2.8912296561620296,
107,DZA,normal+ci,1,2020-3-20,10.194270370986924,1.0749654081299247,-3.2627211728575922,0.06680782931516456,,,12.163411358420236,0.8509345012597421,-0.5412658631183387,2.8087309036304364,2.8912296561620296,
108,ECU,normal-ci,1,2020-3-17,13.739569380026733,-0.40416256373540305,-2.97033656582098,0.04780996494301891,,,13.265351391658408,0.7748545130278534,-4.393360726983177,-2.734394130659148,-2.6071849360317483,
109,ECU,normal,1,2020-3-17,15.76164770933255,-0.40416256373540305,-2.97033656582098,0.040112407901319896,,,11.752853938710437,0.7343277348361531,-4.437938367068584,-2.8235494108299624,-2.6071849360317483,
110,ECU,normal+ci,1,2020-3-17,18.252669240902776,-0.40416256373540305,-2.97033656582098,0.03241485085962088,,,14.235655578240987,0.7225724012425917,-4.5137584971548845,-2.9751896710025623,-2.6071849360317483,
111,EGY,normal-ci,1,2020-3-14,6.197782632987025,0.06156202694385618,-1.851321181179863,0.11178638068710942,,,57.89433210947149,0.18667451164899188,-2.4733892565213815,-0.7796792403723027,-0.7785964687804675,
112,EGY,normal,1,2020-3-14,9.184371434914645,0.06156202694385618,-1.851321181179863,0.07497888481665546,,,55.76293819957978,0.2075341061204939,-2.480511736790727,-0.7939242009109938,-0.7785964687804675,
113,EGY,normal+ci,1,2020-3-14,16.532795571163746,0.06156202694385618,-1.851321181179863,0.038171388946201514,,,64.09869113538473,0.2924659476352699,-2.581337682444199,-0.995576092217937,-0.7785964687804675,
114,ESP,normal-ci,1,2020-3-13,5.957063044685345,-0.4352973856220581,-3.6795712251690134,0.11632275901576383,,,3.6183457126758034,0.9913706757223989,-7.568313908257769,-3.60065669603367,-3.5990280938958734,
115,ESP,normal,1,2020-3-13,6.330838468096266,-0.4352973856220581,-3.6795712251690134,0.10943383828683247,,,3.518277480641421,1.0267121484595423,-7.568846049912796,-3.601720979343723,-3.5990280938958734,
116,ESP,normal+ci,1,2020-3-13,6.753980093529332,-0.4352973856220581,-3.6795712251690134,0.1025449175579011,,,3.640393990935786,1.066893870099939,-7.569725943464302,-3.6034807664467334,-3.5990280938958734,
117,EST,normal-ci,1,2020-3-20,9.700701969267815,0.5108247809887251,-1.6514489240305466,0.07047354650946247,,,13.050166249426137,0.6220398872344343,-0.7366536949726661,1.2144615295399137,1.2520856376302718,
118,EST,normal,1,2020-3-20,12.383377151682978,0.5108247809887251,-1.6514489240305466,0.05366937743929094,,,12.431162576702237,0.6382868633308724,-0.7748713871702917,1.1380261451446625,1.2520856376302718,
119,EST,normal+ci,1,2020-3-20,16.5202635125168,0.5108247809887251,-1.6514489240305466,0.03686520836911941,,,14.20352887862116,0.7333962763074747,-0.8907303615694617,0.9063081963463223,1.2520856376302718,
120,ETH,normal-ci,1,2020-3-13,16.826777082218143,1.3137083115548267,-2.912331105882764,0.0374531510177517,,,8.582341919528087,0.8088306727361041,-0.3039669838827788,2.8076701945886784,3.2399749176427464,
121,ETH,normal,1,2020-3-13,18.77924060663772,1.3137083115548267,-2.912331105882764,0.03199135322226563,,,7.213224248577292,0.7433906861959345,-0.4098607457150785,2.595882670924079,3.2399749176427464,
122,ETH,normal+ci,1,2020-3-13,21.05027811114052,1.3137083115548267,-2.912331105882764,0.02652955542677956,,,9.277615828537893,0.7053014472727024,-0.5676322141603277,2.2803397340335807,3.2399749176427464,
123,FIN,normal-ci,1,2020-3-14,1.91916975536875,-0.49077110334869484,-1.6483141500445517,0.36117033348187405,,,12.89240647661959,0.25823839823927885,-3.8980832198381665,-2.399372266777522,-2.3993722667622728,
124,FIN,normal,1,2020-3-14,2.6086215706546882,-0.49077110334869484,-1.6483141500445517,0.26571396305409856,,,12.642418247264285,0.3100251842314176,-3.898083227193531,-2.3993722814882497,-2.3993722667622728,
125,FIN,normal+ci,1,2020-3-14,4.071139650715281,-0.49077110334869484,-1.6483141500445517,0.17025759262632306,,,13.549361345455962,0.4222017105550336,-3.8980903303070646,-2.399386487715316,-2.3993722667622728,
126,FRA,normal-ci,1,2020-3-14,12.982224854710754,0.9218440744012825,-4.17024141025049,0.0515294856319455,,,10.90426388369903,1.09334757164678,-2.5453299208734794,0.6600001133329368,0.8208342370867729,
127,FRA,normal,1,2020-3-14,14.167519058086892,0.9218440744012825,-4.17024141025049,0.04648351357785522,,,10.041194810195822,1.0965069545813788,-2.5805591542414117,0.5895416465970732,0.8208342370867729,
128,FRA,normal+ci,1,2020-3-14,15.535942578895451,0.9218440744012825,-4.17024141025049,0.041437541523764936,,,11.229717187363036,1.1124575204092348,-2.63122166575611,0.48821662356767653,0.8208342370867729,
129,GBR,normal-ci,1,2020-3-15,5.476090902046868,0.6005417842149903,-3.2887498737426313,0.12655413669037963,,,19.41883787153689,0.5568808404848951,-2.5368135178593323,1.598769523170933,1.5998054663690022,
130,GBR,normal,1,2020-3-15,6.3753773318674085,0.6005417842149903,-3.2887498737426313,0.10865253295424893,,,18.763917978092234,0.6012433192860971,-2.5381418376981038,1.5961128834933893,1.5998054663690022,
131,GBR,normal+ci,1,2020-3-15,7.620388344311895,0.6005417842149903,-3.2887498737426313,0.09075092921811821,,,19.822332121476848,0.6636534649391983,-2.5428765867645837,1.5866433853604287,1.5998054663690022,
132,GEO,normal-ci,1,2020-3-13,32.59817695617676,13.994242602039256,-15.415611059426885,0.005902612255572932,,,172.84357421434143,5.350717177696056,3.4267128087668635,10.335862787693335,35.99051936351865,
133,GEO,normal,1,2020-3-13,34.53234529495239,13.994242602039256,-15.415611059426885,0.0029596212593889734,,,3.9481150969371495,0.9655016754567843,0.35249632086457355,4.187429811888754,35.99051936351865,
134,GEO,normal+ci,1,2020-3-13,36.48892216660519,13.994242602039256,-15.415611059426885,1.6630263205014758e-05,,,235.88074316382628,3.0207186622736737,-3.458491441800826,-3.434545713442045,35.99051936351865,
